medallion,hack_license,pickup_datetime,dropoff_datetime,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount,mask,to_be_fixed,date
07290D3599E7A0D62097A346EFCC1FB5,E7750A37CAB07D0DFF0AF7E3573AC141,2013-01-01T00:00:00.000+01:00,2013-01-01T00:02:00.000+01:00,120,0.44,-73.956528,40.716976,-73.96244,40.715008000000005,CSH,3.5,0.5,0.5,0.0,0.0,4.5,0,0,0.0
22D70BF00EEB0ADC83BA8177BB861991,3FF2709163DE7036FCAA4E5A3324E4BF,2013-01-01T00:02:00.000+01:00,2013-01-01T00:02:00.000+01:00,0,0.0,0.0,0.0,0.0,0.0,CSH,27.0,0.0,0.5,0.0,0.0,27.5,0,0,0.0
0EC22AAF491A8BD91F279350C2B010FD,778C92B26AE78A9EBDF96B49C67E4007,2013-01-01T00:01:00.000+01:00,2013-01-01T00:03:00.000+01:00,120,0.71,-73.973145,40.752827,-73.965897,40.760445000000004,CSH,4.0,0.5,0.5,0.0,0.0,5.0,0,0,0.0
1390FB380189DF6BBFDA4DC847CAD14F,BE317B986700F63C43438482792C8654,2013-01-01T00:01:00.000+01:00,2013-01-01T00:03:00.000+01:00,120,0.48,-74.004173,40.720946999999995,-74.003838,40.726189,CSH,3.5,0.5,0.5,0.0,0.0,5.0,100000,1,0.0
3B4129883A1D05BE89F2C929DE136281,7077F9FD5AD649AEACA4746B2537E3FA,2013-01-01T00:01:00.000+01:00,2013-01-01T00:03:00.000+01:00,120,0.61,-73.987373,40.724861,-73.983772,40.730995,CRD,4.0,0.5,0.5,0.0,0.0,5.0,0,0,0.0
5FAA7F69213D26A42FA435CA9511A4FF,00B7691D86D96AEBD21DD9E138F90840,2013-01-01T00:02:00.000+01:00,2013-01-01T00:03:00.000+01:00,60,0.0,0.0,0.0,0.0,0.0,CRD,2.5,0.5,0.5,0.25,0.0,3.75,0,0,0.0
DFBFA82ECA8F7059B89C3E8B93DAA377,CF8604E72D83840FBA1978C2D2FC9CDB,2013-01-01T00:02:00.000+01:00,2013-01-01T00:03:00.000+01:00,60,0.39,-73.981544,40.781475,-73.979439,40.784386,CRD,3.0,0.5,0.5,0.7,0.0,4.7,0,0,0.0
1E5F4C1CAE7AB3D06ABBDDD4D9DE7FA6,E0B2F618053518F24790C7FD0264E302,2013-01-01T00:03:00.000+01:00,2013-01-01T00:04:00.000+01:00,60,0.0,-73.993973,40.751265999999994,0.0,0.0,CSH,2.5,0.5,0.5,0.0,0.0,3.5,0,0,0.0
468244D1361B8A3EB8D206CC394BC9E9,BB899DFEA9CC964B50C540A1D685CCFB,2013-01-01T00:00:00.000+01:00,2013-01-01T00:04:00.000+01:00,240,1.71,-73.955383,40.779728000000006,-73.96775799999999,40.760326,CSH,3.5,0.5,0.5,0.0,0.0,7.5,100000,1,0.0
5F78CC6D4ECD0541B765FECE17075B6F,B7567F5BFD558C665D23B18451FE1FD1,2013-01-01T00:00:00.000+01:00,2013-01-01T00:04:00.000+01:00,240,1.21,-73.973,40.79314,-73.981453,40.778465000000004,CRD,6.0,0.5,0.5,1.3,0.0,8.3,0,0,0.0
