RowId,Source,Flight,ScheduledDeparture,ActualDeparture,DepartureGate,ScheduledArrival,ActualArrival,ArrivalGate,date
0,ua,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5,734472
1,airtravelcenter,UA-2708-EWR-CLT,,12/1/11 3:04 PM (-05:00),,,12/1/11 4:22 PM (-05:00),,734472
2,myrateplan,UA-2708-EWR-CLT,,12/1/11 3:04 PM (-05:00),,,12/1/11 4:22 PM (-05:00),,734472
3,helloflight,UA-2708-EWR-CLT,,12/1/11 3:04 PM (-05:00),,,12/1/11 4:22 PM (-05:00),,734472
4,flytecomm,UA-2708-EWR-CLT,,12/1/11 3:04 PM (-05:00),,,12/1/11 4:22 PM (-05:00),,734472
5,flights,UA-2708-EWR-CLT,,2011-12-01 02:52 PM,37,,2011-12-01 04:44 PM,C5,734472
6,businesstravellogue,UA-2708-EWR-CLT,,2011-12-01 02:52 PM,37,,2011-12-01 04:44 PM,C5,734472
7,flylouisville,UA-2708-EWR-CLT,,2011-12-01 02:52 PM,37,,2011-12-01 04:44 PM,C5,734472
8,flightstats,UA-2708-EWR-CLT,2011-12-01 2:55 PM,2011-12-01 2:52 PM,,2011-12-01 4:53 PM,2011-12-01 4:44 PM,,734472
9,quicktrip,UA-2708-EWR-CLT,2011-12-01 2:55 PM,2011-12-01 2:52 PM,,2011-12-01 4:53 PM,2011-12-01 4:44 PM,,734472
10,flightview,UA-2708-EWR-CLT,,3:04 PMDec 01,,,4:24 PMDec 01,,734472
11,panynj,UA-2708-EWR-CLT,,3:04 PMDec 01,,,4:24 PMDec 01,,734472
12,gofox,UA-2708-EWR-CLT,,3:04 PMDec 01,,,4:24 PMDec 01,,734472
13,foxbusiness,UA-2708-EWR-CLT,,3:04 PMDec 01,,,4:24 PMDec 01,,734472
14,allegiantair,UA-2708-EWR-CLT,,3:04 PMDec 01,,,4:24 PMDec 01,,734472
15,boston,UA-2708-EWR-CLT,,3:04 PMDec 01,,,4:24 PMDec 01,,734472
16,travelocity,UA-2708-EWR-CLT,Dec 01 - 2:55pm,Dec 01 - Contact Airline,Not provided by airline,Dec 01 - 4:53pm,Dec 01 - Contact Airline,Not provided by airline,734472
17,orbitz,UA-2708-EWR-CLT,2:55pDec 1,2:52pDec 1,-,4:53pDec 1,4:44pDec 1,-,734472
18,weather,UA-2708-EWR-CLT,2011-12-01 02:55 PM,,,2011-12-01 04:53 PM,,,734472
19,usatoday,UA-2708-EWR-CLT,,3:04 PMDec 01,,,4:24 PMDec 01,,734472
20,ua,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,734472
21,flightexplorer,UA-3925-IAD-ORF,,12/1/2011 9:01AM EST,,,12/1/2011 9:39AM EST,,734472
22,airtravelcenter,UA-3925-IAD-ORF,,12/1/11 9:00 AM (-05:00),,,12/1/11 9:29 AM (-05:00),,734472
23,myrateplan,UA-3925-IAD-ORF,,12/1/11 9:00 AM (-05:00),,,12/1/11 9:29 AM (-05:00),,734472
24,helloflight,UA-3925-IAD-ORF,,12/1/11 9:00 AM (-05:00),,,12/1/11 9:29 AM (-05:00),,734472
25,flytecomm,UA-3925-IAD-ORF,,12/1/11 9:00 AM (-05:00),,,12/1/11 9:29 AM (-05:00),,734472
26,flightaware,UA-3925-IAD-ORF,2011-12-01 08:41AM EST,2011-12-01 08:51AM EST,A2A,2011-12-01 09:34AM EST,2011-12-01 09:44AM EST,,734472
27,wunderground,UA-3925-IAD-ORF,2011-12-01 08:41AM EST,2011-12-01 08:51AM EST,A2A,2011-12-01 09:34AM EST,2011-12-01 09:44AM EST,,734472
