RowId,Source,Flight,ScheduledDeparture,ActualDeparture,DepartureGate,ScheduledArrival,ActualArrival,ArrivalGate,for_key,date
40301,ua,UA-2708-EWR-CLT,Mon_ Dec 19 2:55 PM,Mon_ Dec 19 2:55 PM,A37,Mon_ Dec 19 4:53 PM,Mon_ Dec 19 4:31 PM,C13,Mon_ Dec 19 2:55 PM,734490
40302,airtravelcenter,UA-2708-EWR-CLT,Mon_ Dec 19 2:55 PM,Mon_ Dec 19 2:55 PM,A37,Mon_ Dec 19 4:53 PM,Mon_ Dec 19 4:31 PM,C13,Mon_ Dec 19 2:55 PM,734490
40303,myrateplan,UA-2708-EWR-CLT,Mon_ Dec 19 2:55 PM,Mon_ Dec 19 2:55 PM,A37,Mon_ Dec 19 4:53 PM,Mon_ Dec 19 4:31 PM,C13,Mon_ Dec 19 2:55 PM,734490
40304,helloflight,UA-2708-EWR-CLT,Mon_ Dec 19 2:55 PM,Mon_ Dec 19 2:55 PM,A37,Mon_ Dec 19 4:53 PM,Mon_ Dec 19 4:31 PM,C13,Mon_ Dec 19 2:55 PM,734490
40305,flytecomm,UA-2708-EWR-CLT,Mon_ Dec 19 2:55 PM,Mon_ Dec 19 2:55 PM,A37,Mon_ Dec 19 4:53 PM,Mon_ Dec 19 4:31 PM,C13,Mon_ Dec 19 2:55 PM,734490
40306,flights,UA-2708-EWR-CLT,Mon_ Dec 19 2:55 PM,Mon_ Dec 19 2:55 PM,A37,Mon_ Dec 19 4:53 PM,Mon_ Dec 19 4:31 PM,C13,Mon_ Dec 19 2:55 PM,734490
40307,businesstravellogue,UA-2708-EWR-CLT,Mon_ Dec 19 2:55 PM,Mon_ Dec 19 2:55 PM,A37,Mon_ Dec 19 4:53 PM,Mon_ Dec 19 4:31 PM,C13,Mon_ Dec 19 2:55 PM,734490
40308,flylouisville,UA-2708-EWR-CLT,Mon_ Dec 19 2:55 PM,Mon_ Dec 19 2:55 PM,A37,Mon_ Dec 19 4:53 PM,Mon_ Dec 19 4:31 PM,C13,Mon_ Dec 19 2:55 PM,734490
40309,flightstats,UA-2708-EWR-CLT,Mon_ Dec 19 2:55 PM,Mon_ Dec 19 2:55 PM,A37,Mon_ Dec 19 4:53 PM,Mon_ Dec 19 4:31 PM,C13,Mon_ Dec 19 2:55 PM,734490
40310,quicktrip,UA-2708-EWR-CLT,Mon_ Dec 19 2:55 PM,Mon_ Dec 19 2:55 PM,A37,Mon_ Dec 19 4:53 PM,Mon_ Dec 19 4:31 PM,C13,Mon_ Dec 19 2:55 PM,734490
40311,flightview,UA-2708-EWR-CLT,Mon_ Dec 19 2:55 PM,Mon_ Dec 19 2:55 PM,A37,Mon_ Dec 19 4:53 PM,Mon_ Dec 19 4:31 PM,C13,Mon_ Dec 19 2:55 PM,734490
40312,panynj,UA-2708-EWR-CLT,Mon_ Dec 19 2:55 PM,Mon_ Dec 19 2:55 PM,A37,Mon_ Dec 19 4:53 PM,Mon_ Dec 19 4:31 PM,C13,Mon_ Dec 19 2:55 PM,734490
40313,gofox,UA-2708-EWR-CLT,Mon_ Dec 19 2:55 PM,Mon_ Dec 19 2:55 PM,A37,Mon_ Dec 19 4:53 PM,Mon_ Dec 19 4:31 PM,C13,Mon_ Dec 19 2:55 PM,734490
