RowId,Source,Flight,ScheduledDeparture,ActualDeparture,DepartureGate,ScheduledArrival,ActualArrival,ArrivalGate,date
64747,ua,UA-2708-EWR-CLT,Sat_ Dec 31 2:55 PM,Sat_ Dec 31 2:55 PM,A37,Sat_ Dec 31 4:53 PM,Sat_ Dec 31 4:18 PM,C17,734502
64748,airtravelcenter,UA-2708-EWR-CLT,12/31/11 2:55 PM (-05:00),,,12/31/11 4:53 PM (-05:00),,,734502
64749,myrateplan,UA-2708-EWR-CLT,12/31/11 2:55 PM (-05:00),,,12/31/11 4:53 PM (-05:00),,,734502
64750,helloflight,UA-2708-EWR-CLT,12/31/11 2:55 PM (-05:00),,,12/31/11 4:53 PM (-05:00),,,734502
64751,flytecomm,UA-2708-EWR-CLT,12/31/11 2:55 PM (-05:00),,,12/31/11 4:53 PM (-05:00),,,734502
64752,flights,UA-2708-EWR-CLT,,2011-12-31 02:52 PM,37,,2011-12-31 04:18 PM,C17,734502
64753,businesstravellogue,UA-2708-EWR-CLT,,2011-12-31 02:52 PM,37,,2011-12-31 04:18 PM,C17,734502
64754,flylouisville,UA-2708-EWR-CLT,,2011-12-31 02:52 PM,37,,2011-12-31 04:18 PM,C17,734502
64755,flightstats,UA-2708-EWR-CLT,2011-12-31 2:55 PM,2011-12-31 2:52 PM,,2011-12-31 4:53 PM,2011-12-31 4:18 PM,,734502
64756,quicktrip,UA-2708-EWR-CLT,2011-12-31 2:55 PM,2011-12-31 2:52 PM,,2011-12-31 4:53 PM,2011-12-31 4:18 PM,,734502
64757,flightview,UA-2708-EWR-CLT,,3:02 PMDec 31,,,4:14 PMDec 31,,734502
64758,panynj,UA-2708-EWR-CLT,,3:02 PMDec 31,,,4:14 PMDec 31,,734502
64759,gofox,UA-2708-EWR-CLT,,3:02 PMDec 31,,,4:14 PMDec 31,,734502
64760,foxbusiness,UA-2708-EWR-CLT,,3:02 PMDec 31,,,4:14 PMDec 31,,734502
64761,allegiantair,UA-2708-EWR-CLT,,3:02 PMDec 31,,,4:14 PMDec 31,,734502
64762,boston,UA-2708-EWR-CLT,,3:02 PMDec 31,,,4:14 PMDec 31,,734502
64763,travelocity,UA-2708-EWR-CLT,Dec 31 - 2:55pm,Dec 31 - Contact Airline,Not provided by airline,Dec 31 - 4:53pm,Dec 31 - Contact Airline,Not provided by airline,734502
64764,orbitz,UA-2708-EWR-CLT,2:55pDec 31,2:52pDec 31,-,4:53pDec 31,4:18pDec 31,-,734502
64765,weather,UA-2708-EWR-CLT,2011-12-31 02:55 PM,,,2011-12-31 04:53 PM,,,734502
64766,ua,UA-3925-IAD-ORF,Sat_ Dec 31 8:42 AM,Sat_ Dec 31 10:05 AM,A2C,Sat_ Dec 31 9:55 AM,Sat_ Dec 31 11:24 AM,--,734502
64767,flightexplorer,UA-3925-IAD-ORF,,12/31/2011 10:49AM EST,,,12/31/2011 11:18AM EST,,734502
