RowId,Source,Flight,ScheduledDeparture,ActualDeparture,DepartureGate,ScheduledArrival,ActualArrival,ArrivalGate,date
69418,ua,UA-2708-EWR-CLT,Mon_ Jan 2 2:55 PM,Mon_ Jan 2 2:55 PM,A37,Mon_ Jan 2 4:53 PM,Mon_ Jan 2 5:04 PM,C13,734504
69419,airtravelcenter,UA-2708-EWR-CLT,,1/2/12 3:07 PM (-05:00),,,1/2/12 4:49 PM (-05:00),,734504
69420,myrateplan,UA-2708-EWR-CLT,,1/2/12 3:07 PM (-05:00),,,1/2/12 4:49 PM (-05:00),,734504
69421,helloflight,UA-2708-EWR-CLT,,1/2/12 3:07 PM (-05:00),,,1/2/12 4:49 PM (-05:00),,734504
69422,flytecomm,UA-2708-EWR-CLT,,1/2/12 3:07 PM (-05:00),,,1/2/12 4:49 PM (-05:00),,734504
69423,flights,UA-2708-EWR-CLT,,2012-01-02 02:52 PM,37,,2012-01-02 05:04 PM,C13,734504
69424,businesstravellogue,UA-2708-EWR-CLT,,2012-01-02 02:52 PM,37,,2012-01-02 05:04 PM,C13,734504
69425,flylouisville,UA-2708-EWR-CLT,,2012-01-02 02:52 PM,37,,2012-01-02 05:04 PM,C13,734504
69426,flightstats,UA-2708-EWR-CLT,2012-01-02 2:55 PM,2012-01-02 2:52 PM,,2012-01-02 4:53 PM,2012-01-02 5:04 PM,,734504
69427,quicktrip,UA-2708-EWR-CLT,2012-01-02 2:55 PM,2012-01-02 2:52 PM,,2012-01-02 4:53 PM,2012-01-02 5:04 PM,,734504
69428,flightview,UA-2708-EWR-CLT,,3:07 PMJan 02,,,4:52 PMJan 02,,734504
69429,panynj,UA-2708-EWR-CLT,,3:07 PMJan 02,,,4:52 PMJan 02,,734504
69430,gofox,UA-2708-EWR-CLT,,3:07 PMJan 02,,,4:52 PMJan 02,,734504
69431,foxbusiness,UA-2708-EWR-CLT,,3:07 PMJan 02,,,4:52 PMJan 02,,734504
69432,allegiantair,UA-2708-EWR-CLT,,3:07 PMJan 02,,,4:52 PMJan 02,,734504
69433,boston,UA-2708-EWR-CLT,,3:07 PMJan 02,,,4:52 PMJan 02,,734504
69434,orbitz,UA-2708-EWR-CLT,2:55pJan 2,2:52pJan 2,-,4:53pJan 2,5:04pJan 2,-,734504
69435,weather,UA-2708-EWR-CLT,2012-01-02 02:55 PM,,,2012-01-02 04:53 PM,,,734504
69436,mytripandmore,UA-2708-EWR-CLT,2:55pJan 2,2:52pJan 2,-,4:53pJan 2,5:04pJan 2,-,734504
69437,ua,UA-3925-IAD-ORF,Mon_ Jan 2 8:42 AM,Mon_ Jan 2 9:03 AM,A2G,Mon_ Jan 2 9:55 AM,Mon_ Jan 2 9:59 AM,--,734504
69438,flightexplorer,UA-3925-IAD-ORF,,1/2/2012 9:17AM EST,,,1/2/2012 9:51AM EST,,734504
69439,airtravelcenter,UA-3925-IAD-ORF,,1/2/12 9:17 AM (-05:00),,,1/2/12 9:51 AM (-05:00),,734504
69440,myrateplan,UA-3925-IAD-ORF,,1/2/12 9:17 AM (-05:00),,,1/2/12 9:51 AM (-05:00),,734504
69441,helloflight,UA-3925-IAD-ORF,,1/2/12 9:17 AM (-05:00),,,1/2/12 9:51 AM (-05:00),,734504
69442,flytecomm,UA-3925-IAD-ORF,,1/2/12 9:17 AM (-05:00),,,1/2/12 9:51 AM (-05:00),,734504
69443,flightaware,UA-3925-IAD-ORF,2012-01-02 08:42AM EST,2012-01-02 08:52AM EST,A2A,2012-01-02 09:35AM EST,2012-01-02 09:45AM EST,,734504
69444,wunderground,UA-3925-IAD-ORF,2012-01-02 08:42AM EST,2012-01-02 08:52AM EST,A2A,2012-01-02 09:35AM EST,2012-01-02 09:45AM EST,,734504
69445,flights,UA-3925-IAD-ORF,,2012-01-02 09:03 AM,A2,,2012-01-02 09:59 AM,,734504
69446,businesstravellogue,UA-3925-IAD-ORF,,2012-01-02 09:03 AM,A2,,2012-01-02 09:59 AM,,734504
69447,flylouisville,UA-3925-IAD-ORF,,2012-01-02 09:03 AM,A2,,2012-01-02 09:59 AM,,734504
69448,flightstats,UA-3925-IAD-ORF,2012-01-02 8:42 AM,2012-01-02 9:03 AM,,2012-01-02 9:55 AM,2012-01-02 9:59 AM,,734504
69449,quicktrip,UA-3925-IAD-ORF,2012-01-02 8:42 AM,2012-01-02 9:03 AM,,2012-01-02 9:55 AM,2012-01-02 9:59 AM,,734504
69450,flightview,UA-3925-IAD-ORF,,9:17 AMJan 02,,,9:59 AMJan 02,,734504
69451,panynj,UA-3925-IAD-ORF,,9:17 AMJan 02,,,9:59 AMJan 02,,734504
69452,gofox,UA-3925-IAD-ORF,,9:17 AMJan 02,,,9:59 AMJan 02,,734504
