RowId,Source,Flight,ScheduledDeparture,ActualDeparture,DepartureGate,ScheduledArrival,ActualArrival,ArrivalGate,date
71805,ua,UA-2708-EWR-CLT,Tue_ Jan 3 2:55 PM,Tue_ Jan 3 2:55 PM,A37,Tue_ Jan 3 4:53 PM,Tue_ Jan 3 4:33 PM,B4,734505
71806,airtravelcenter,UA-2708-EWR-CLT,,1/3/12 3:08 PM (-05:00),,,1/3/12 4:25 PM (-05:00),,734505
71807,myrateplan,UA-2708-EWR-CLT,,1/3/12 3:08 PM (-05:00),,,1/3/12 4:25 PM (-05:00),,734505
71808,helloflight,UA-2708-EWR-CLT,,1/3/12 3:08 PM (-05:00),,,1/3/12 4:25 PM (-05:00),,734505
71809,flytecomm,UA-2708-EWR-CLT,,1/3/12 3:08 PM (-05:00),,,1/3/12 4:25 PM (-05:00),,734505
71810,flights,UA-2708-EWR-CLT,,2012-01-03 02:52 PM,37,,2012-01-03 04:33 PM,B4,734505
71811,businesstravellogue,UA-2708-EWR-CLT,,2012-01-03 02:52 PM,37,,2012-01-03 04:33 PM,B4,734505
71812,flylouisville,UA-2708-EWR-CLT,,2012-01-03 02:52 PM,37,,2012-01-03 04:33 PM,B4,734505
71813,flightstats,UA-2708-EWR-CLT,2012-01-03 2:55 PM,2012-01-03 2:52 PM,,2012-01-03 4:53 PM,2012-01-03 4:33 PM,,734505
71814,quicktrip,UA-2708-EWR-CLT,2012-01-03 2:55 PM,2012-01-03 2:52 PM,,2012-01-03 4:53 PM,2012-01-03 4:33 PM,,734505
71815,flightview,UA-2708-EWR-CLT,,3:08 PMJan 03,,,4:22 PMJan 03,,734505
71816,panynj,UA-2708-EWR-CLT,,3:08 PMJan 03,,,4:22 PMJan 03,,734505
71817,gofox,UA-2708-EWR-CLT,,3:08 PMJan 03,,,4:22 PMJan 03,,734505
71818,foxbusiness,UA-2708-EWR-CLT,,3:08 PMJan 03,,,4:22 PMJan 03,,734505
71819,allegiantair,UA-2708-EWR-CLT,,3:08 PMJan 03,,,4:22 PMJan 03,,734505
71820,boston,UA-2708-EWR-CLT,,3:08 PMJan 03,,,4:22 PMJan 03,,734505
71821,orbitz,UA-2708-EWR-CLT,2:55pJan 3,2:52pJan 3,-,4:53pJan 3,4:33pJan 3,-,734505
71822,weather,UA-2708-EWR-CLT,2012-01-03 02:55 PM,,,2012-01-03 04:53 PM,,,734505
71823,usatoday,UA-2708-EWR-CLT,,3:08 PMJan 03,,,4:22 PMJan 03,,734505
71824,flightarrival,UA-2708-EWR-CLT,,3:08 PMJan 03,,,4:22 PMJan 03,,734505
71825,ua,UA-3925-IAD-ORF,Tue_ Jan 3 8:42 AM,Tue_ Jan 3 8:42 AM,A2A,Tue_ Jan 3 9:55 AM,Tue_ Jan 3 9:40 AM,--,734505
71826,flightexplorer,UA-3925-IAD-ORF,,1/3/2012 9:00AM EST,,,1/3/2012 9:31AM EST,,734505
71827,airtravelcenter,UA-3925-IAD-ORF,,1/3/12 9:00 AM (-05:00),,,1/3/12 9:31 AM (-05:00),,734505
71828,myrateplan,UA-3925-IAD-ORF,,1/3/12 9:00 AM (-05:00),,,1/3/12 9:31 AM (-05:00),,734505
71829,helloflight,UA-3925-IAD-ORF,,1/3/12 9:00 AM (-05:00),,,1/3/12 9:31 AM (-05:00),,734505
71830,flytecomm,UA-3925-IAD-ORF,,1/3/12 9:00 AM (-05:00),,,1/3/12 9:31 AM (-05:00),,734505
71831,flights,UA-3925-IAD-ORF,,2012-01-03 08:42 AM,A2,,2012-01-03 09:40 AM,,734505
71832,businesstravellogue,UA-3925-IAD-ORF,,2012-01-03 08:42 AM,A2,,2012-01-03 09:40 AM,,734505
71833,flylouisville,UA-3925-IAD-ORF,,2012-01-03 08:42 AM,A2,,2012-01-03 09:40 AM,,734505
71834,flightstats,UA-3925-IAD-ORF,2012-01-03 8:42 AM,2012-01-03 8:42 AM,,2012-01-03 9:55 AM,2012-01-03 9:40 AM,,734505
71835,quicktrip,UA-3925-IAD-ORF,2012-01-03 8:42 AM,2012-01-03 8:42 AM,,2012-01-03 9:55 AM,2012-01-03 9:40 AM,,734505
71836,flightview,UA-3925-IAD-ORF,,9:00 AMJan 03,,,9:40 AMJan 03,,734505
71837,panynj,UA-3925-IAD-ORF,,9:00 AMJan 03,,,9:40 AMJan 03,,734505
71838,gofox,UA-3925-IAD-ORF,,9:00 AMJan 03,,,9:40 AMJan 03,,734505
71839,foxbusiness,UA-3925-IAD-ORF,,9:00 AMJan 03,,,9:40 AMJan 03,,734505
71840,allegiantair,UA-3925-IAD-ORF,,9:00 AMJan 03,,,9:40 AMJan 03,,734505
71841,boston,UA-3925-IAD-ORF,,9:00 AMJan 03,,,9:36 AMJan 03,,734505
71842,orbitz,UA-3925-IAD-ORF,8:42aJan 3,8:42aJan 3,A2A,9:55aJan 3,9:40aJan 3,-,734505
71843,weather,UA-3925-IAD-ORF,2012-01-03 08:42 AM,,,2012-01-03 09:55 AM,,,734505
71844,usatoday,UA-3925-IAD-ORF,,9:00 AMJan 03,,,9:36 AMJan 03,,734505
71845,flightarrival,UA-3925-IAD-ORF,,9:00 AMJan 03,,,9:36 AMJan 03,,734505
