RowId,Source,Flight,ScheduledDeparture,ActualDeparture,DepartureGate,ScheduledArrival,ActualArrival,ArrivalGate,date
6633,aa,AA-3859-IAH-ORD,12/04/2011 07:10 AM,12/04/2011 07:09 AM,A29,12/03/2011 09:40 AM,12/03/2011 09:34 AM,H5,734475
6634,airtravelcenter,AA-3859-IAH-ORD,,12/3/11 7:10 AM (-06:00),,,12/3/11 9:03 AM (-06:00),,734475
6635,myrateplan,AA-3859-IAH-ORD,,12/3/11 7:10 AM (-06:00),,,12/3/11 9:03 AM (-06:00),,734475
6636,helloflight,AA-3859-IAH-ORD,,12/3/11 7:10 AM (-06:00),,,12/3/11 9:03 AM (-06:00),,734475
6637,flytecomm,AA-3859-IAH-ORD,,12/3/11 7:10 AM (-06:00),,,12/3/11 9:03 AM (-06:00),,734475
6638,flightaware,AA-3859-IAH-ORD,2011-12-03 07:10AM CST,2011-12-03 07:09AM CST,A29,2011-12-03 09:30AM CST,2011-12-03 09:03AM CST,H5,734475
6639,wunderground,AA-3859-IAH-ORD,2011-12-03 07:10AM CST,2011-12-03 07:09AM CST,A29,2011-12-03 09:30AM CST,2011-12-03 09:03AM CST,H5,734475
6640,flights,AA-3859-IAH-ORD,07:10 AM  Sat 03-Dec-2011,07:10 AM  Sat 03-Dec-2011 (Runway),29,09:40 AM  Sat 03-Dec-2011,09:01 AM  Sat 03-Dec-2011 (Runway),H3A,734475
6641,businesstravellogue,AA-3859-IAH-ORD,07:10 AM  Sat 03-Dec-2011,07:10 AM  Sat 03-Dec-2011 (Runway),29,09:40 AM  Sat 03-Dec-2011,09:01 AM  Sat 03-Dec-2011 (Runway),H3A,734475
6642,flylouisville,AA-3859-IAH-ORD,07:10 AM  Sat 03-Dec-2011,07:10 AM  Sat 03-Dec-2011 (Runway),29,09:40 AM  Sat 03-Dec-2011,09:01 AM  Sat 03-Dec-2011 (Runway),H3A,734475
6643,flightstats,AA-3859-IAH-ORD,2011-12-03 7:10 AM,2011-12-03 7:10 AM (runway),,2011-12-03 9:40 AM,2011-12-03 9:01 AM (runway),,734475
6644,quicktrip,AA-3859-IAH-ORD,2011-12-03 7:10 AM,2011-12-03 7:10 AM (runway),,2011-12-03 9:40 AM,2011-12-03 9:01 AM (runway),,734475
6645,world-flight-tracker,AA-3859-IAH-ORD,2011-12-03 7:10 AM,2011-12-03 7:10 AM (runway),,2011-12-03 9:40 AM,2011-12-03 9:01 AM (runway),,734475
6646,flightview,AA-3859-IAH-ORD,7:10 AM_ Dec 03,7:10 AM_ Dec 03,A29,9:40 AM_ Dec 03,9:01 AM_ Dec 03,Terminal 3,734475
6647,panynj,AA-3859-IAH-ORD,7:10 AM_ Dec 03,7:10 AM_ Dec 03,A29,9:40 AM_ Dec 03,9:01 AM_ Dec 03,Terminal 3,734475
6648,gofox,AA-3859-IAH-ORD,7:10 AM_ Dec 03,7:10 AM_ Dec 03,,9:40 AM_ Dec 03,9:01 AM_ Dec 03,,734475
6649,foxbusiness,AA-3859-IAH-ORD,7:10 AM_ Dec 03,7:10 AM_ Dec 03,A29,9:40 AM_ Dec 03,9:01 AM_ Dec 03,Terminal 3,734475
