RowId,Source,Flight,ScheduledDeparture,ActualDeparture,DepartureGate,ScheduledArrival,ActualArrival,ArrivalGate,date
47846,ua,UA-2708-EWR-CLT,Sat_ Dec 24 2:55 PM,Sat_ Dec 24 2:55 PM,A37,Sat_ Dec 24 4:53 PM,Sat_ Dec 24 4:44 PM,B4,734495
47847,airtravelcenter,UA-2708-EWR-CLT,12/24/11 2:55 PM (-05:00),,,12/24/11 4:53 PM (-05:00),,,734495
47848,myrateplan,UA-2708-EWR-CLT,12/24/11 2:55 PM (-05:00),,,12/24/11 4:53 PM (-05:00),,,734495
47849,helloflight,UA-2708-EWR-CLT,12/24/11 2:55 PM (-05:00),,,12/24/11 4:53 PM (-05:00),,,734495
47850,flytecomm,UA-2708-EWR-CLT,12/24/11 2:55 PM (-05:00),,,12/24/11 4:53 PM (-05:00),,,734495
47851,flights,UA-2708-EWR-CLT,,2011-12-24 02:51 PM,37,,2011-12-24 04:44 PM,B4,734495
47852,businesstravellogue,UA-2708-EWR-CLT,,2011-12-24 02:51 PM,37,,2011-12-24 04:44 PM,B4,734495
47853,flylouisville,UA-2708-EWR-CLT,,2011-12-24 02:51 PM,37,,2011-12-24 04:44 PM,B4,734495
47854,flightstats,UA-2708-EWR-CLT,2011-12-24 2:55 PM,2011-12-24 2:51 PM,,2011-12-24 4:53 PM,2011-12-24 4:44 PM,,734495
47855,quicktrip,UA-2708-EWR-CLT,2011-12-24 2:55 PM,2011-12-24 2:51 PM,,2011-12-24 4:53 PM,2011-12-24 4:44 PM,,734495
47856,flightview,UA-2708-EWR-CLT,,3:04 PMDec 24,,,4:36 PMDec 24,,734495
47857,panynj,UA-2708-EWR-CLT,,3:04 PMDec 24,,,4:36 PMDec 24,,734495
47858,gofox,UA-2708-EWR-CLT,,3:04 PMDec 24,,,4:36 PMDec 24,,734495
47859,foxbusiness,UA-2708-EWR-CLT,,3:04 PMDec 24,,,4:36 PMDec 24,,734495
47860,allegiantair,UA-2708-EWR-CLT,,3:04 PMDec 24,,,4:36 PMDec 24,,734495
47861,boston,UA-2708-EWR-CLT,,3:04 PMDec 24,,,4:36 PMDec 24,,734495
47862,travelocity,UA-2708-EWR-CLT,Dec 24 - 2:55pm,Dec 24 - Contact Airline,Not provided by airline,Dec 24 - 4:53pm,Dec 24 - Contact Airline,Not provided by airline,734495
47863,orbitz,UA-2708-EWR-CLT,2:55pDec 24,2:51pDec 24,-,4:53pDec 24,4:44pDec 24,-,734495
47864,weather,UA-2708-EWR-CLT,2011-12-24 02:55 PM,,,2011-12-24 04:53 PM,,,734495
47865,ua,UA-3925-IAD-ORF,Sat_ Dec 24 8:42 AM,Sat_ Dec 24 8:38 AM,A2G,Sat_ Dec 24 9:55 AM,Sat_ Dec 24 9:34 AM,--,734495
47866,flightexplorer,UA-3925-IAD-ORF,,12/24/2011 9:00AM EST,,,12/24/2011 9:27AM EST,,734495
47867,airtravelcenter,UA-3925-IAD-ORF,,12/24/11 9:00 AM (-05:00),,,12/24/11 9:27 AM (-05:00),,734495
47868,myrateplan,UA-3925-IAD-ORF,,12/24/11 9:00 AM (-05:00),,,12/24/11 9:27 AM (-05:00),,734495
47869,helloflight,UA-3925-IAD-ORF,,12/24/11 9:00 AM (-05:00),,,12/24/11 9:27 AM (-05:00),,734495
47870,flytecomm,UA-3925-IAD-ORF,,12/24/11 9:00 AM (-05:00),,,12/24/11 9:27 AM (-05:00),,734495
47871,flightaware,UA-3925-IAD-ORF,2011-12-24 08:42AM EST,2011-12-24 08:52AM EST,A2G,2011-12-24 09:35AM EST,2011-12-24 09:45AM EST,,734495
47872,wunderground,UA-3925-IAD-ORF,2011-12-24 08:42AM EST,2011-12-24 08:52AM EST,A2G,2011-12-24 09:35AM EST,2011-12-24 09:45AM EST,,734495
47873,flights,UA-3925-IAD-ORF,,2011-12-24 08:38 AM,A2,,2011-12-24 09:34 AM,,734495
47874,businesstravellogue,UA-3925-IAD-ORF,,2011-12-24 08:38 AM,A2,,2011-12-24 09:34 AM,,734495
47875,flylouisville,UA-3925-IAD-ORF,,2011-12-24 08:38 AM,A2,,2011-12-24 09:34 AM,,734495
47876,flightstats,UA-3925-IAD-ORF,2011-12-24 8:42 AM,2011-12-24 8:38 AM,,2011-12-24 9:55 AM,2011-12-24 9:34 AM,,734495
47877,quicktrip,UA-3925-IAD-ORF,2011-12-24 8:42 AM,2011-12-24 8:38 AM,,2011-12-24 9:55 AM,2011-12-24 9:34 AM,,734495
