RowId,Source,Flight,ScheduledDeparture,ActualDeparture,DepartureGate,ScheduledArrival,ActualArrival,ArrivalGate,date
9807,ua,UA-2708-EWR-CLT,Mon_ Dec 5 2:55 PM,Mon_ Dec 5 2:55 PM,A37,Mon_ Dec 5 4:53 PM,Mon_ Dec 5 4:36 PM,B12,734476
9808,airtravelcenter,UA-2708-EWR-CLT,,12/5/11 3:03 PM (-05:00),,,12/5/11 4:31 PM (-05:00),,734476
9809,myrateplan,UA-2708-EWR-CLT,,12/5/11 3:03 PM (-05:00),,,12/5/11 4:31 PM (-05:00),,734476
9810,helloflight,UA-2708-EWR-CLT,,12/5/11 3:03 PM (-05:00),,,12/5/11 4:31 PM (-05:00),,734476
9811,flytecomm,UA-2708-EWR-CLT,,12/5/11 3:03 PM (-05:00),,,12/5/11 4:31 PM (-05:00),,734476
9812,flights,UA-2708-EWR-CLT,,2011-12-05 02:52 PM,37,,2011-12-05 04:36 PM,B12,734476
9813,businesstravellogue,UA-2708-EWR-CLT,,2011-12-05 02:52 PM,37,,2011-12-05 04:36 PM,B12,734476
9814,flylouisville,UA-2708-EWR-CLT,,2011-12-05 02:52 PM,37,,2011-12-05 04:36 PM,B12,734476
9815,flightstats,UA-2708-EWR-CLT,2011-12-05 2:55 PM,2011-12-05 2:52 PM,,2011-12-05 4:53 PM,2011-12-05 4:36 PM,,734476
9816,quicktrip,UA-2708-EWR-CLT,2011-12-05 2:55 PM,2011-12-05 2:52 PM,,2011-12-05 4:53 PM,2011-12-05 4:36 PM,,734476
9817,flightview,UA-2708-EWR-CLT,,3:04 PMDec 05,,,4:29 PMDec 05,,734476
9818,panynj,UA-2708-EWR-CLT,,3:04 PMDec 05,,,4:29 PMDec 05,,734476
9819,gofox,UA-2708-EWR-CLT,,3:04 PMDec 05,,,4:29 PMDec 05,,734476
9820,foxbusiness,UA-2708-EWR-CLT,,3:04 PMDec 05,,,4:29 PMDec 05,,734476
9821,allegiantair,UA-2708-EWR-CLT,,3:04 PMDec 05,,,4:29 PMDec 05,,734476
9822,boston,UA-2708-EWR-CLT,,3:04 PMDec 05,,,4:29 PMDec 05,,734476
9823,travelocity,UA-2708-EWR-CLT,Dec 05 - 2:55pm,Dec 05 - Contact Airline,Not provided by airline,Dec 05 - 4:53pm,Dec 05 - Contact Airline,Not provided by airline,734476
9824,orbitz,UA-2708-EWR-CLT,2:55pDec 5,2:52pDec 5,-,4:53pDec 5,4:36pDec 5,-,734476
9825,weather,UA-2708-EWR-CLT,2011-12-05 02:55 PM,,,2011-12-05 04:53 PM,,,734476
9826,usatoday,UA-2708-EWR-CLT,2011-12-05 2:55 PM,2011-12-05 2:52 PM,,2011-12-05 4:53 PM,2011-12-05 4:36 PM,,734476
9827,ua,UA-3925-IAD-ORF,Mon_ Dec 5 8:42 AM,Mon_ Dec 5 8:46 AM,A2A,Mon_ Dec 5 9:55 AM,Mon_ Dec 5 9:51 AM,--,734476
9828,flightexplorer,UA-3925-IAD-ORF,,12/5/2011 9:03AM EST,,,12/5/2011 9:46AM EST,,734476
9829,airtravelcenter,UA-3925-IAD-ORF,,12/5/11 9:03 AM (-05:00),,,12/5/11 9:41 AM (-05:00),,734476
9830,myrateplan,UA-3925-IAD-ORF,,12/5/11 9:03 AM (-05:00),,,12/5/11 9:41 AM (-05:00),,734476
9831,helloflight,UA-3925-IAD-ORF,,12/5/11 9:03 AM (-05:00),,,12/5/11 9:41 AM (-05:00),,734476
9832,flytecomm,UA-3925-IAD-ORF,,12/5/11 9:03 AM (-05:00),,,12/5/11 9:41 AM (-05:00),,734476
9833,flightaware,UA-3925-IAD-ORF,2011-12-05 08:42AM EST,2011-12-05 09:01AM EST,A2G,2011-12-05 09:21AM EST,2011-12-05 09:40AM EST,,734476
9834,wunderground,UA-3925-IAD-ORF,2011-12-05 08:42AM EST,2011-12-05 09:01AM EST,A2G,2011-12-05 09:21AM EST,2011-12-05 09:40AM EST,,734476
9835,flights,UA-3925-IAD-ORF,,2011-12-05 08:46 AM,A2,,2011-12-05 09:51 AM,,734476
9836,businesstravellogue,UA-3925-IAD-ORF,,2011-12-05 08:46 AM,A2,,2011-12-05 09:51 AM,,734476
9837,flylouisville,UA-3925-IAD-ORF,,2011-12-05 08:46 AM,A2,,2011-12-05 09:51 AM,,734476
9838,flightstats,UA-3925-IAD-ORF,2011-12-05 8:42 AM,2011-12-05 8:46 AM,,2011-12-05 9:55 AM,2011-12-05 9:51 AM,,734476
9839,quicktrip,UA-3925-IAD-ORF,2011-12-05 8:42 AM,2011-12-05 8:46 AM,,2011-12-05 9:55 AM,2011-12-05 9:51 AM,,734476
9840,flightview,UA-3925-IAD-ORF,,9:03 AMDec 05,,,9:51 AMDec 05,,734476
9841,panynj,UA-3925-IAD-ORF,,9:03 AMDec 05,,,9:51 AMDec 05,,734476
9842,gofox,UA-3925-IAD-ORF,,9:03 AMDec 05,,,9:51 AMDec 05,,734476
9843,foxbusiness,UA-3925-IAD-ORF,,9:03 AMDec 05,,,9:51 AMDec 05,,734476
9844,allegiantair,UA-3925-IAD-ORF,,9:03 AMDec 05,,,9:51 AMDec 05,,734476
9845,boston,UA-3925-IAD-ORF,,9:03 AMDec 05,,,9:47 AMDec 05,,734476
9846,travelocity,UA-3925-IAD-ORF,Dec 05 - Not Available,Dec 05 - 9:02am,A2A,Dec 05 - Not Available,Dec 05 - 9:51am,CHK,734476
9847,orbitz,UA-3925-IAD-ORF,8:42aDec 5,,-,9:55aDec 5,,-,734476
9848,weather,UA-3925-IAD-ORF,2011-12-05 08:42 AM,,,2011-12-05 09:55 AM,,,734476
9849,ifly,UA-3925-IAD-ORF,2011-12-05 8:42 AM,2011-12-05 8:46 AM,,2011-12-05 9:55 AM,2011-12-05 9:51 AM,,734476
9850,flightwise,UA-3925-IAD-ORF,2011-12-05 08:42AM EST,2011-12-05 09:01AM EST,A2G,2011-12-05 09:21AM EST,2011-12-05 09:40AM EST,,734476
9851,aa,AA-649-ORD-SNA,12/05/2011 01:30 PM,,K15,12/05/2011 03:50 PM,,7,734476
