RowId,Source,Flight,ScheduledDeparture,ActualDeparture,DepartureGate,ScheduledArrival,ActualArrival,ArrivalGate,for_key,date
14861,ua,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14862,airtravelcenter,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14863,myrateplan,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14864,helloflight,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14865,flytecomm,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14866,flights,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14867,businesstravellogue,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14868,flylouisville,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14869,flightstats,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14870,quicktrip,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14871,flightview,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14872,panynj,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14873,gofox,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14874,foxbusiness,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14875,allegiantair,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14876,boston,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14877,travelocity,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14878,orbitz,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14879,weather,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14880,ifly,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14881,usatoday,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14882,mytripandmore,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14883,flightarrival,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,Thu_ Dec 8 2:55 PM,734479
14884,ua,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14885,flightexplorer,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14886,airtravelcenter,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14887,myrateplan,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14888,helloflight,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14889,flytecomm,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14890,flightaware,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14891,wunderground,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14892,flights,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14893,businesstravellogue,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14894,flylouisville,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14895,flightstats,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14896,quicktrip,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14897,flightview,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14898,panynj,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14899,gofox,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14900,foxbusiness,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14901,allegiantair,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14902,boston,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14903,travelocity,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14904,orbitz,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14905,weather,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14906,usatoday,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14907,mytripandmore,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,Thu_ Dec 8 8:42 AM,734479
14908,aa,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14909,flightexplorer,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14910,airtravelcenter,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14911,myrateplan,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14912,helloflight,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14913,flytecomm,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14914,flightaware,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14915,wunderground,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14916,flights,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14917,businesstravellogue,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14918,flylouisville,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14919,world-flight-tracker,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14920,flightview,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14921,panynj,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14922,gofox,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14923,foxbusiness,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14924,allegiantair,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14925,boston,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14926,travelocity,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14927,orbitz,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14928,weather,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14929,usatoday,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14930,mytripandmore,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14931,flightwise,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14932,flightarrival,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,December 8_ 2011               01:30 PM,734479
14933,ua,UA-382-IAD-LAX,Thu_ Dec 8 12:30 PM,Thu_ Dec 8 12:25 PM            On Time,C11,Thu_ Dec 8 3:19 PM,Thu_ Dec 8 3:13 PM,75B,Thu_ Dec 8 12:30 PM,734479
14934,ua,UA-382-IAD-LAX,Thu_ Dec 8 12:30 PM,Thu_ Dec 8 12:25 PM            On Time,C11,Thu_ Dec 8 3:19 PM,Thu_ Dec 8 2:59 PM,75B,Thu_ Dec 8 12:30 PM,734479
14935,ua,UA-382-IAD-LAX,Thu_ Dec 8 12:30 PM,Thu_ Dec 8 12:25 PM            On Time,C11,Thu_ Dec 8 3:19 PM,Thu_ Dec 8 3:13 PM,75B,Thu_ Dec 8 12:30 PM,734479
14936,ua,UA-382-IAD-LAX,Thu_ Dec 8 12:30 PM,Thu_ Dec 8 12:25 PM            On Time,C11,Thu_ Dec 8 3:19 PM,Thu_ Dec 8 2:59 PM,75B,Thu_ Dec 8 12:30 PM,734479
14937,flightexplorer,UA-382-IAD-LAX,Thu_ Dec 8 12:30 PM,Thu_ Dec 8 12:25 PM            On Time,C11,Thu_ Dec 8 3:19 PM,Thu_ Dec 8 3:13 PM,75B,Thu_ Dec 8 12:30 PM,734479
14938,flightexplorer,UA-382-IAD-LAX,Thu_ Dec 8 12:30 PM,Thu_ Dec 8 12:25 PM            On Time,C11,Thu_ Dec 8 3:19 PM,Thu_ Dec 8 2:59 PM,75B,Thu_ Dec 8 12:30 PM,734479
14939,flightexplorer,UA-382-IAD-LAX,Thu_ Dec 8 12:30 PM,Thu_ Dec 8 12:25 PM            On Time,C11,Thu_ Dec 8 3:19 PM,Thu_ Dec 8 3:13 PM,75B,Thu_ Dec 8 12:30 PM,734479
14940,flightexplorer,UA-382-IAD-LAX,Thu_ Dec 8 12:30 PM,Thu_ Dec 8 12:25 PM            On Time,C11,Thu_ Dec 8 3:19 PM,Thu_ Dec 8 2:59 PM,75B,Thu_ Dec 8 12:30 PM,734479
14941,airtravelcenter,UA-382-IAD-LAX,Thu_ Dec 8 12:30 PM,Thu_ Dec 8 12:25 PM            On Time,C11,Thu_ Dec 8 3:19 PM,Thu_ Dec 8 3:13 PM,75B,Thu_ Dec 8 12:30 PM,734479
14942,airtravelcenter,UA-382-IAD-LAX,Thu_ Dec 8 12:30 PM,Thu_ Dec 8 12:25 PM            On Time,C11,Thu_ Dec 8 3:19 PM,Thu_ Dec 8 2:59 PM,75B,Thu_ Dec 8 12:30 PM,734479
14943,airtravelcenter,UA-382-IAD-LAX,Thu_ Dec 8 12:30 PM,Thu_ Dec 8 12:25 PM            On Time,C11,Thu_ Dec 8 3:19 PM,Thu_ Dec 8 3:13 PM,75B,Thu_ Dec 8 12:30 PM,734479
14944,airtravelcenter,UA-382-IAD-LAX,Thu_ Dec 8 12:30 PM,Thu_ Dec 8 12:25 PM            On Time,C11,Thu_ Dec 8 3:19 PM,Thu_ Dec 8 2:59 PM,75B,Thu_ Dec 8 12:30 PM,734479
14945,myrateplan,UA-382-IAD-LAX,Thu_ Dec 8 12:30 PM,Thu_ Dec 8 12:25 PM            On Time,C11,Thu_ Dec 8 3:19 PM,Thu_ Dec 8 3:13 PM,75B,Thu_ Dec 8 12:30 PM,734479
14946,myrateplan,UA-382-IAD-LAX,Thu_ Dec 8 12:30 PM,Thu_ Dec 8 12:25 PM            On Time,C11,Thu_ Dec 8 3:19 PM,Thu_ Dec 8 2:59 PM,75B,Thu_ Dec 8 12:30 PM,734479
14947,myrateplan,UA-382-IAD-LAX,Thu_ Dec 8 12:30 PM,Thu_ Dec 8 12:25 PM            On Time,C11,Thu_ Dec 8 3:19 PM,Thu_ Dec 8 3:13 PM,75B,Thu_ Dec 8 12:30 PM,734479
14948,myrateplan,UA-382-IAD-LAX,Thu_ Dec 8 12:30 PM,Thu_ Dec 8 12:25 PM            On Time,C11,Thu_ Dec 8 3:19 PM,Thu_ Dec 8 2:59 PM,75B,Thu_ Dec 8 12:30 PM,734479
14949,helloflight,UA-382-IAD-LAX,Thu_ Dec 8 12:30 PM,Thu_ Dec 8 12:25 PM            On Time,C11,Thu_ Dec 8 3:19 PM,Thu_ Dec 8 3:13 PM,75B,Thu_ Dec 8 12:30 PM,734479
14950,helloflight,UA-382-IAD-LAX,Thu_ Dec 8 12:30 PM,Thu_ Dec 8 12:25 PM            On Time,C11,Thu_ Dec 8 3:19 PM,Thu_ Dec 8 2:59 PM,75B,Thu_ Dec 8 12:30 PM,734479
14951,helloflight,UA-382-IAD-LAX,Thu_ Dec 8 12:30 PM,Thu_ Dec 8 12:25 PM            On Time,C11,Thu_ Dec 8 3:19 PM,Thu_ Dec 8 3:13 PM,75B,Thu_ Dec 8 12:30 PM,734479
