RowId,Source,Flight,ScheduledDeparture,ActualDeparture,DepartureGate,ScheduledArrival,ActualArrival,ArrivalGate,date
37751,ua,UA-2708-EWR-CLT,Sun_ Dec 18 2:55 PM,Sun_ Dec 18 2:55 PM,A37,Sun_ Dec 18 4:53 PM,Sun_ Dec 18 4:31 PM,C19,734489
37752,airtravelcenter,UA-2708-EWR-CLT,,12/18/11 3:06 PM (-05:00),,,12/18/11 4:24 PM (-05:00),,734489
37753,myrateplan,UA-2708-EWR-CLT,,12/18/11 3:06 PM (-05:00),,,12/18/11 4:24 PM (-05:00),,734489
37754,helloflight,UA-2708-EWR-CLT,,12/18/11 3:06 PM (-05:00),,,12/18/11 4:24 PM (-05:00),,734489
37755,flytecomm,UA-2708-EWR-CLT,,12/18/11 3:06 PM (-05:00),,,12/18/11 4:24 PM (-05:00),,734489
37756,flights,UA-2708-EWR-CLT,,2011-12-18 02:51 PM,37,,2011-12-18 04:31 PM,C19,734489
37757,businesstravellogue,UA-2708-EWR-CLT,,2011-12-18 02:51 PM,37,,2011-12-18 04:31 PM,C19,734489
37758,flylouisville,UA-2708-EWR-CLT,,2011-12-18 02:51 PM,37,,2011-12-18 04:31 PM,C19,734489
37759,flightstats,UA-2708-EWR-CLT,2011-12-18 2:55 PM,2011-12-18 2:51 PM,,2011-12-18 4:53 PM,2011-12-18 4:31 PM,,734489
37760,quicktrip,UA-2708-EWR-CLT,2011-12-18 2:55 PM,2011-12-18 2:51 PM,,2011-12-18 4:53 PM,2011-12-18 4:31 PM,,734489
37761,flightview,UA-2708-EWR-CLT,,3:06 PMDec 18,,,4:25 PMDec 18,,734489
37762,panynj,UA-2708-EWR-CLT,,3:06 PMDec 18,,,4:25 PMDec 18,,734489
37763,gofox,UA-2708-EWR-CLT,,3:06 PMDec 18,,,4:25 PMDec 18,,734489
37764,foxbusiness,UA-2708-EWR-CLT,,3:06 PMDec 18,,,4:25 PMDec 18,,734489
37765,allegiantair,UA-2708-EWR-CLT,,3:06 PMDec 18,,,4:25 PMDec 18,,734489
37766,boston,UA-2708-EWR-CLT,,3:06 PMDec 18,,,4:25 PMDec 18,,734489
37767,travelocity,UA-2708-EWR-CLT,Dec 18 - 2:55pm,Dec 18 - Contact Airline,Not provided by airline,Dec 18 - 4:53pm,Dec 18 - Contact Airline,Not provided by airline,734489
37768,orbitz,UA-2708-EWR-CLT,2:55pDec 18,2:51pDec 18,-,4:53pDec 18,4:31pDec 18,-,734489
37769,weather,UA-2708-EWR-CLT,2011-12-18 02:55 PM,,,2011-12-18 04:53 PM,,,734489
37770,ifly,UA-2708-EWR-CLT,2011-12-18 2:55 PM,2011-12-18 2:51 PM,,2011-12-18 4:53 PM,2011-12-18 4:31 PM,,734489
37771,usatoday,UA-2708-EWR-CLT,,3:06 PMDec 18,,,4:25 PMDec 18,,734489
37772,flightarrival,UA-2708-EWR-CLT,2011-12-18 2:55 PM,2011-12-18 2:51 PM,,2011-12-18 4:53 PM,2011-12-18 4:31 PM,,734489
37773,ua,UA-3925-IAD-ORF,Sun_ Dec 18 8:42 AM,Sun_ Dec 18 8:40 AM,A2A,Sun_ Dec 18 9:55 AM,Sun_ Dec 18 9:39 AM,--,734489
37774,flightexplorer,UA-3925-IAD-ORF,,12/18/2011 9:02AM EST,,,12/18/2011 9:34AM EST,,734489
37775,airtravelcenter,UA-3925-IAD-ORF,,12/18/11 9:02 AM (-05:00),,,12/18/11 9:34 AM (-05:00),,734489
37776,myrateplan,UA-3925-IAD-ORF,,12/18/11 9:02 AM (-05:00),,,12/18/11 9:34 AM (-05:00),,734489
37777,helloflight,UA-3925-IAD-ORF,,12/18/11 9:02 AM (-05:00),,,12/18/11 9:34 AM (-05:00),,734489
37778,flytecomm,UA-3925-IAD-ORF,,12/18/11 9:02 AM (-05:00),,,12/18/11 9:34 AM (-05:00),,734489
37779,flightaware,UA-3925-IAD-ORF,2011-12-18 08:42AM EST,2011-12-18 08:52AM EST,A2G,2011-12-18 09:35AM EST,2011-12-18 09:45AM EST,,734489
37780,wunderground,UA-3925-IAD-ORF,2011-12-18 08:42AM EST,2011-12-18 08:52AM EST,A2G,2011-12-18 09:35AM EST,2011-12-18 09:45AM EST,,734489
37781,flights,UA-3925-IAD-ORF,,2011-12-18 08:40 AM,A2,,2011-12-18 09:39 AM,,734489
37782,businesstravellogue,UA-3925-IAD-ORF,,2011-12-18 08:40 AM,A2,,2011-12-18 09:39 AM,,734489
37783,flylouisville,UA-3925-IAD-ORF,,2011-12-18 08:40 AM,A2,,2011-12-18 09:39 AM,,734489
37784,flightstats,UA-3925-IAD-ORF,2011-12-18 8:42 AM,2011-12-18 8:40 AM,,2011-12-18 9:55 AM,2011-12-18 9:39 AM,,734489
37785,quicktrip,UA-3925-IAD-ORF,2011-12-18 8:42 AM,2011-12-18 8:40 AM,,2011-12-18 9:55 AM,2011-12-18 9:39 AM,,734489
37786,flightview,UA-3925-IAD-ORF,,9:02 AMDec 18,,,9:39 AMDec 18,,734489
37787,panynj,UA-3925-IAD-ORF,,9:02 AMDec 18,,,9:39 AMDec 18,,734489
37788,gofox,UA-3925-IAD-ORF,,9:02 AMDec 18,,,9:39 AMDec 18,,734489
37789,foxbusiness,UA-3925-IAD-ORF,,9:02 AMDec 18,,,9:39 AMDec 18,,734489
37790,allegiantair,UA-3925-IAD-ORF,,9:02 AMDec 18,,,9:39 AMDec 18,,734489
37791,boston,UA-3925-IAD-ORF,,9:02 AMDec 18,,,9:36 AMDec 18,,734489
37792,travelocity,UA-3925-IAD-ORF,Dec 18 - Not Available,Dec 18 - 9:01am,A2A,Dec 18 - Not Available,Dec 18 - 9:39am,CHK,734489
37793,orbitz,UA-3925-IAD-ORF,8:42aDec 18,8:40aDec 18,A2A,9:55aDec 18,9:39aDec 18,-,734489
37794,weather,UA-3925-IAD-ORF,2011-12-18 08:42 AM,,,2011-12-18 09:55 AM,,,734489
37795,usatoday,UA-3925-IAD-ORF,2011-12-18 08:42 AM,,,2011-12-18 09:55 AM,,,734489
37796,mytripandmore,UA-3925-IAD-ORF,8:42aDec 18,8:40aDec 18,A2A,9:55aDec 18,9:39aDec 18,-,734489
37797,flightarrival,UA-3925-IAD-ORF,2011-12-18 8:42 AM,2011-12-18 8:40 AM,,2011-12-18 9:55 AM,2011-12-18 9:39 AM,,734489
37798,aa,AA-649-ORD-SNA,December 18_ 2011               01:30 PM,December 18_ 2011,H10,December 18_ 2011               03:50 PM,December 18_ 2011,7,734489
37799,flightexplorer,AA-649-ORD-SNA,12/18/2011 1:30PM CST,,,12/18/2011 3:50PM PST,,,734489
37800,airtravelcenter,AA-649-ORD-SNA,,12/18/11 1:34 PM (-06:00),,,12/18/11 3:14 PM (-08:00),,734489
37801,myrateplan,AA-649-ORD-SNA,,12/18/11 1:34 PM (-06:00),,,12/18/11 3:14 PM (-08:00),,734489
37802,helloflight,AA-649-ORD-SNA,,12/18/11 1:34 PM (-06:00),,,12/18/11 3:14 PM (-08:00),,734489
37803,flytecomm,AA-649-ORD-SNA,,12/18/11 1:34 PM (-06:00),,,12/18/11 3:14 PM (-08:00),,734489
37804,flightaware,AA-649-ORD-SNA,2011-12-18 01:30PM CST,2011-12-18 01:40PM CST,H10,2011-12-18 03:30PM PST,2011-12-18 03:40PM PST,7,734489
37805,wunderground,AA-649-ORD-SNA,2011-12-18 01:30PM CST,2011-12-18 01:40PM CST,H10,2011-12-18 03:30PM PST,2011-12-18 03:40PM PST,7,734489
37806,flights,AA-649-ORD-SNA,01:30 PM  Sun 18-Dec-2011,,H10,03:50 PM  Sun 18-Dec-2011,,7,734489
37807,businesstravellogue,AA-649-ORD-SNA,01:30 PM  Sun 18-Dec-2011,,H10,03:50 PM  Sun 18-Dec-2011,,7,734489
37808,flylouisville,AA-649-ORD-SNA,01:30 PM  Sun 18-Dec-2011,,H10,03:50 PM  Sun 18-Dec-2011,,7,734489
37809,world-flight-tracker,AA-649-ORD-SNA,2011-12-18 1:30 PM,2011-12-18 1:30 PM (Estimated),,2011-12-18 3:50 PM,2011-12-18 3:50 PM (Estimated),,734489
37810,flightview,AA-649-ORD-SNA,1:30 PM_ Dec 18,,H10,3:50 PM_ Dec 18,,Terminal A - 7,734489
37811,panynj,AA-649-ORD-SNA,1:30 PM_ Dec 18,,H10,3:50 PM_ Dec 18,,Terminal A - 7,734489
37812,gofox,AA-649-ORD-SNA,1:30 PM_ Dec 18,,,3:50 PM_ Dec 18,,,734489
37813,foxbusiness,AA-649-ORD-SNA,1:30 PM_ Dec 18,,H10,3:50 PM_ Dec 18,,Terminal A - 7,734489
37814,allegiantair,AA-649-ORD-SNA,1:30 PM_ Dec 18,,H10,3:50 PM_ Dec 18,,Terminal A - 7,734489
37815,boston,AA-649-ORD-SNA,1:30 PM_ Dec 18,Not Available,,3:50 PM_ Dec 18,Not Available,,734489
37816,travelocity,AA-649-ORD-SNA,Dec 18 - 1:30pm,Dec 18 - Not Available,H10/T3,Dec 18 - 3:50pm,Dec 18 - Not Available,7,734489
37817,orbitz,AA-649-ORD-SNA,1:30pDec 18,,H10,3:50pDec 18,,7,734489
37818,weather,AA-649-ORD-SNA,2011-12-18 01:30 PM,,,2011-12-18 03:50 PM,,,734489
37819,usatoday,AA-649-ORD-SNA,2011-12-18 01:30 PM,,,2011-12-18 03:50 PM,,,734489
37820,flightarrival,AA-649-ORD-SNA,1:30 PM_ Dec 18,Not Available,,3:50 PM_ Dec 18,Not Available,,734489
37821,ua,UA-382-IAD-LAX,Sun_ Dec 18 12:20 PM,Sun_ Dec 18 12:18 PM            On Time,C19,Sun_ Dec 18 3:08 PM,Sun_ Dec 18 2:44 PM,70B,734489
37822,ua,UA-382-IAD-LAX,Sun_ Dec 18 12:20 PM,Sun_ Dec 18 12:18 PM            On Time,C19,Sun_ Dec 18 3:08 PM,Sun_ Dec 18 2:44 PM,70B,734489
37823,ua,UA-382-IAD-LAX,Sun_ Dec 18 12:20 PM,Sun_ Dec 18 12:18 PM            On Time,C19,Sun_ Dec 18 3:08 PM,Sun_ Dec 18 3:13 PM,70B,734489
37824,ua,UA-382-IAD-LAX,Sun_ Dec 18 12:20 PM,Sun_ Dec 18 12:18 PM            On Time,C19,Sun_ Dec 18 3:08 PM,Sun_ Dec 18 3:13 PM,70B,734489
37825,flightexplorer,UA-382-IAD-LAX,,12/18/2011 12:39PM EST,,,12/18/2011 2:59PM PST,,734489
37826,flightexplorer,UA-382-IAD-LAX,,12/18/2011 12:39PM EST,,,12/18/2011 2:59PM PST,,734489
37827,flightexplorer,UA-382-IAD-LAX,,12/18/2011 12:39PM EST,,,12/18/2011 2:47PM PST,,734489
37828,flightexplorer,UA-382-IAD-LAX,,12/18/2011 12:39PM EST,,,12/18/2011 2:47PM PST,,734489
37829,airtravelcenter,UA-382-IAD-LAX,,12/18/11 12:40 PM (-05:00),,,12/18/11 2:59 PM (-08:00),,734489
37830,airtravelcenter,UA-382-IAD-LAX,,12/18/11 12:40 PM (-05:00),,,12/18/11 2:59 PM (-08:00),,734489
37831,airtravelcenter,UA-382-IAD-LAX,,12/18/11 12:40 PM (-05:00),,,12/18/11 2:53 PM (-08:00),,734489
37832,airtravelcenter,UA-382-IAD-LAX,,12/18/11 12:40 PM (-05:00),,,12/18/11 2:53 PM (-08:00),,734489
37833,myrateplan,UA-382-IAD-LAX,,12/18/11 12:40 PM (-05:00),,,12/18/11 2:59 PM (-08:00),,734489
