RowId,Source,Flight,ScheduledDeparture,ActualDeparture,DepartureGate,ScheduledArrival,ActualArrival,ArrivalGate,for_key,date
17432,ua,UA-2708-EWR-CLT,Fri_ Dec 9 2:55 PM,Fri_ Dec 9 2:55 PM,A38,Fri_ Dec 9 4:53 PM,Fri_ Dec 9 4:41 PM,B14,Fri_ Dec 9 2:55 PM,734480
17433,airtravelcenter,UA-2708-EWR-CLT,Fri_ Dec 9 2:55 PM,Fri_ Dec 9 2:55 PM,A38,Fri_ Dec 9 4:53 PM,Fri_ Dec 9 4:41 PM,B14,Fri_ Dec 9 2:55 PM,734480
17434,myrateplan,UA-2708-EWR-CLT,Fri_ Dec 9 2:55 PM,Fri_ Dec 9 2:55 PM,A38,Fri_ Dec 9 4:53 PM,Fri_ Dec 9 4:41 PM,B14,Fri_ Dec 9 2:55 PM,734480
17435,helloflight,UA-2708-EWR-CLT,Fri_ Dec 9 2:55 PM,Fri_ Dec 9 2:55 PM,A38,Fri_ Dec 9 4:53 PM,Fri_ Dec 9 4:41 PM,B14,Fri_ Dec 9 2:55 PM,734480
17436,flytecomm,UA-2708-EWR-CLT,Fri_ Dec 9 2:55 PM,Fri_ Dec 9 2:55 PM,A38,Fri_ Dec 9 4:53 PM,Fri_ Dec 9 4:41 PM,B14,Fri_ Dec 9 2:55 PM,734480
17437,flights,UA-2708-EWR-CLT,Fri_ Dec 9 2:55 PM,Fri_ Dec 9 2:55 PM,A38,Fri_ Dec 9 4:53 PM,Fri_ Dec 9 4:41 PM,B14,Fri_ Dec 9 2:55 PM,734480
17438,businesstravellogue,UA-2708-EWR-CLT,Fri_ Dec 9 2:55 PM,Fri_ Dec 9 2:55 PM,A38,Fri_ Dec 9 4:53 PM,Fri_ Dec 9 4:41 PM,B14,Fri_ Dec 9 2:55 PM,734480
17439,flylouisville,UA-2708-EWR-CLT,Fri_ Dec 9 2:55 PM,Fri_ Dec 9 2:55 PM,A38,Fri_ Dec 9 4:53 PM,Fri_ Dec 9 4:41 PM,B14,Fri_ Dec 9 2:55 PM,734480
17440,flightstats,UA-2708-EWR-CLT,Fri_ Dec 9 2:55 PM,Fri_ Dec 9 2:55 PM,A38,Fri_ Dec 9 4:53 PM,Fri_ Dec 9 4:41 PM,B14,Fri_ Dec 9 2:55 PM,734480
17441,quicktrip,UA-2708-EWR-CLT,Fri_ Dec 9 2:55 PM,Fri_ Dec 9 2:55 PM,A38,Fri_ Dec 9 4:53 PM,Fri_ Dec 9 4:41 PM,B14,Fri_ Dec 9 2:55 PM,734480
17442,flightview,UA-2708-EWR-CLT,Fri_ Dec 9 2:55 PM,Fri_ Dec 9 2:55 PM,A38,Fri_ Dec 9 4:53 PM,Fri_ Dec 9 4:41 PM,B14,Fri_ Dec 9 2:55 PM,734480
17443,panynj,UA-2708-EWR-CLT,Fri_ Dec 9 2:55 PM,Fri_ Dec 9 2:55 PM,A38,Fri_ Dec 9 4:53 PM,Fri_ Dec 9 4:41 PM,B14,Fri_ Dec 9 2:55 PM,734480
17444,gofox,UA-2708-EWR-CLT,Fri_ Dec 9 2:55 PM,Fri_ Dec 9 2:55 PM,A38,Fri_ Dec 9 4:53 PM,Fri_ Dec 9 4:41 PM,B14,Fri_ Dec 9 2:55 PM,734480
17445,foxbusiness,UA-2708-EWR-CLT,Fri_ Dec 9 2:55 PM,Fri_ Dec 9 2:55 PM,A38,Fri_ Dec 9 4:53 PM,Fri_ Dec 9 4:41 PM,B14,Fri_ Dec 9 2:55 PM,734480
17446,allegiantair,UA-2708-EWR-CLT,Fri_ Dec 9 2:55 PM,Fri_ Dec 9 2:55 PM,A38,Fri_ Dec 9 4:53 PM,Fri_ Dec 9 4:41 PM,B14,Fri_ Dec 9 2:55 PM,734480
17447,boston,UA-2708-EWR-CLT,Fri_ Dec 9 2:55 PM,Fri_ Dec 9 2:55 PM,A38,Fri_ Dec 9 4:53 PM,Fri_ Dec 9 4:41 PM,B14,Fri_ Dec 9 2:55 PM,734480
17448,travelocity,UA-2708-EWR-CLT,Fri_ Dec 9 2:55 PM,Fri_ Dec 9 2:55 PM,A38,Fri_ Dec 9 4:53 PM,Fri_ Dec 9 4:41 PM,B14,Fri_ Dec 9 2:55 PM,734480
17449,orbitz,UA-2708-EWR-CLT,Fri_ Dec 9 2:55 PM,Fri_ Dec 9 2:55 PM,A38,Fri_ Dec 9 4:53 PM,Fri_ Dec 9 4:41 PM,B14,Fri_ Dec 9 2:55 PM,734480
17450,weather,UA-2708-EWR-CLT,Fri_ Dec 9 2:55 PM,Fri_ Dec 9 2:55 PM,A38,Fri_ Dec 9 4:53 PM,Fri_ Dec 9 4:41 PM,B14,Fri_ Dec 9 2:55 PM,734480
17451,mytripandmore,UA-2708-EWR-CLT,Fri_ Dec 9 2:55 PM,Fri_ Dec 9 2:55 PM,A38,Fri_ Dec 9 4:53 PM,Fri_ Dec 9 4:41 PM,B14,Fri_ Dec 9 2:55 PM,734480
17452,flightarrival,UA-2708-EWR-CLT,Fri_ Dec 9 2:55 PM,Fri_ Dec 9 2:55 PM,A38,Fri_ Dec 9 4:53 PM,Fri_ Dec 9 4:41 PM,B14,Fri_ Dec 9 2:55 PM,734480
17453,ua,UA-3925-IAD-ORF,Fri_ Dec 9 8:42 AM,Fri_ Dec 9 8:39 AM,A2G,Fri_ Dec 9 9:55 AM,Fri_ Dec 9 9:37 AM,--,Fri_ Dec 9 8:42 AM,734480
17454,flightexplorer,UA-3925-IAD-ORF,Fri_ Dec 9 8:42 AM,Fri_ Dec 9 8:39 AM,A2G,Fri_ Dec 9 9:55 AM,Fri_ Dec 9 9:37 AM,--,Fri_ Dec 9 8:42 AM,734480
17455,airtravelcenter,UA-3925-IAD-ORF,Fri_ Dec 9 8:42 AM,Fri_ Dec 9 8:39 AM,A2G,Fri_ Dec 9 9:55 AM,Fri_ Dec 9 9:37 AM,--,Fri_ Dec 9 8:42 AM,734480
17456,myrateplan,UA-3925-IAD-ORF,Fri_ Dec 9 8:42 AM,Fri_ Dec 9 8:39 AM,A2G,Fri_ Dec 9 9:55 AM,Fri_ Dec 9 9:37 AM,--,Fri_ Dec 9 8:42 AM,734480
17457,helloflight,UA-3925-IAD-ORF,Fri_ Dec 9 8:42 AM,Fri_ Dec 9 8:39 AM,A2G,Fri_ Dec 9 9:55 AM,Fri_ Dec 9 9:37 AM,--,Fri_ Dec 9 8:42 AM,734480
17458,flytecomm,UA-3925-IAD-ORF,Fri_ Dec 9 8:42 AM,Fri_ Dec 9 8:39 AM,A2G,Fri_ Dec 9 9:55 AM,Fri_ Dec 9 9:37 AM,--,Fri_ Dec 9 8:42 AM,734480
