RowId,Source,Flight,ScheduledDeparture,ActualDeparture,DepartureGate,ScheduledArrival,ActualArrival,ArrivalGate,for_key,date
59817,ua,UA-2708-EWR-CLT,Thu_ Dec 29 2:55 PM,Thu_ Dec 29 2:55 PM,A37,Thu_ Dec 29 4:53 PM,Thu_ Dec 29 4:37 PM,C7,Thu_ Dec 29 2:55 PM,734500
59818,airtravelcenter,UA-2708-EWR-CLT,Thu_ Dec 29 2:55 PM,Thu_ Dec 29 2:55 PM,A37,Thu_ Dec 29 4:53 PM,Thu_ Dec 29 4:37 PM,C7,Thu_ Dec 29 2:55 PM,734500
59819,myrateplan,UA-2708-EWR-CLT,Thu_ Dec 29 2:55 PM,Thu_ Dec 29 2:55 PM,A37,Thu_ Dec 29 4:53 PM,Thu_ Dec 29 4:37 PM,C7,Thu_ Dec 29 2:55 PM,734500
59820,helloflight,UA-2708-EWR-CLT,Thu_ Dec 29 2:55 PM,Thu_ Dec 29 2:55 PM,A37,Thu_ Dec 29 4:53 PM,Thu_ Dec 29 4:37 PM,C7,Thu_ Dec 29 2:55 PM,734500
59821,flytecomm,UA-2708-EWR-CLT,Thu_ Dec 29 2:55 PM,Thu_ Dec 29 2:55 PM,A37,Thu_ Dec 29 4:53 PM,Thu_ Dec 29 4:37 PM,C7,Thu_ Dec 29 2:55 PM,734500
59822,flights,UA-2708-EWR-CLT,Thu_ Dec 29 2:55 PM,Thu_ Dec 29 2:55 PM,A37,Thu_ Dec 29 4:53 PM,Thu_ Dec 29 4:37 PM,C7,Thu_ Dec 29 2:55 PM,734500
59823,businesstravellogue,UA-2708-EWR-CLT,Thu_ Dec 29 2:55 PM,Thu_ Dec 29 2:55 PM,A37,Thu_ Dec 29 4:53 PM,Thu_ Dec 29 4:37 PM,C7,Thu_ Dec 29 2:55 PM,734500
59824,flylouisville,UA-2708-EWR-CLT,Thu_ Dec 29 2:55 PM,Thu_ Dec 29 2:55 PM,A37,Thu_ Dec 29 4:53 PM,Thu_ Dec 29 4:37 PM,C7,Thu_ Dec 29 2:55 PM,734500
59825,flightstats,UA-2708-EWR-CLT,Thu_ Dec 29 2:55 PM,Thu_ Dec 29 2:55 PM,A37,Thu_ Dec 29 4:53 PM,Thu_ Dec 29 4:37 PM,C7,Thu_ Dec 29 2:55 PM,734500
59826,quicktrip,UA-2708-EWR-CLT,Thu_ Dec 29 2:55 PM,Thu_ Dec 29 2:55 PM,A37,Thu_ Dec 29 4:53 PM,Thu_ Dec 29 4:37 PM,C7,Thu_ Dec 29 2:55 PM,734500
59827,flightview,UA-2708-EWR-CLT,Thu_ Dec 29 2:55 PM,Thu_ Dec 29 2:55 PM,A37,Thu_ Dec 29 4:53 PM,Thu_ Dec 29 4:37 PM,C7,Thu_ Dec 29 2:55 PM,734500
59828,panynj,UA-2708-EWR-CLT,Thu_ Dec 29 2:55 PM,Thu_ Dec 29 2:55 PM,A37,Thu_ Dec 29 4:53 PM,Thu_ Dec 29 4:37 PM,C7,Thu_ Dec 29 2:55 PM,734500
59829,gofox,UA-2708-EWR-CLT,Thu_ Dec 29 2:55 PM,Thu_ Dec 29 2:55 PM,A37,Thu_ Dec 29 4:53 PM,Thu_ Dec 29 4:37 PM,C7,Thu_ Dec 29 2:55 PM,734500
59830,foxbusiness,UA-2708-EWR-CLT,Thu_ Dec 29 2:55 PM,Thu_ Dec 29 2:55 PM,A37,Thu_ Dec 29 4:53 PM,Thu_ Dec 29 4:37 PM,C7,Thu_ Dec 29 2:55 PM,734500
59831,allegiantair,UA-2708-EWR-CLT,Thu_ Dec 29 2:55 PM,Thu_ Dec 29 2:55 PM,A37,Thu_ Dec 29 4:53 PM,Thu_ Dec 29 4:37 PM,C7,Thu_ Dec 29 2:55 PM,734500
59832,boston,UA-2708-EWR-CLT,Thu_ Dec 29 2:55 PM,Thu_ Dec 29 2:55 PM,A37,Thu_ Dec 29 4:53 PM,Thu_ Dec 29 4:37 PM,C7,Thu_ Dec 29 2:55 PM,734500
59833,travelocity,UA-2708-EWR-CLT,Thu_ Dec 29 2:55 PM,Thu_ Dec 29 2:55 PM,A37,Thu_ Dec 29 4:53 PM,Thu_ Dec 29 4:37 PM,C7,Thu_ Dec 29 2:55 PM,734500
59834,orbitz,UA-2708-EWR-CLT,Thu_ Dec 29 2:55 PM,Thu_ Dec 29 2:55 PM,A37,Thu_ Dec 29 4:53 PM,Thu_ Dec 29 4:37 PM,C7,Thu_ Dec 29 2:55 PM,734500
59835,weather,UA-2708-EWR-CLT,Thu_ Dec 29 2:55 PM,Thu_ Dec 29 2:55 PM,A37,Thu_ Dec 29 4:53 PM,Thu_ Dec 29 4:37 PM,C7,Thu_ Dec 29 2:55 PM,734500
59836,usatoday,UA-2708-EWR-CLT,Thu_ Dec 29 2:55 PM,Thu_ Dec 29 2:55 PM,A37,Thu_ Dec 29 4:53 PM,Thu_ Dec 29 4:37 PM,C7,Thu_ Dec 29 2:55 PM,734500
59837,mytripandmore,UA-2708-EWR-CLT,Thu_ Dec 29 2:55 PM,Thu_ Dec 29 2:55 PM,A37,Thu_ Dec 29 4:53 PM,Thu_ Dec 29 4:37 PM,C7,Thu_ Dec 29 2:55 PM,734500
59838,ua,UA-3925-IAD-ORF,Thu_ Dec 29 8:42 AM,Thu_ Dec 29 9:03 AM,A2G,Thu_ Dec 29 9:55 AM,Thu_ Dec 29 9:54 AM,--,Thu_ Dec 29 8:42 AM,734500
