RowId,Source,Flight,ScheduledDeparture,ActualDeparture,DepartureGate,ScheduledArrival,ActualArrival,ArrivalGate,date
50032,ua,UA-2708-EWR-CLT,Sun_ Dec 25 2:55 PM,Sun_ Dec 25 2:55 PM,A37,Sun_ Dec 25 4:53 PM,Sun_ Dec 25 5:03 PM,C13,734496
50033,airtravelcenter,UA-2708-EWR-CLT,,12/25/11 3:08 PM (-05:00),,,12/25/11 4:41 PM (-05:00),,734496
50034,myrateplan,UA-2708-EWR-CLT,,12/25/11 3:08 PM (-05:00),,,12/25/11 4:41 PM (-05:00),,734496
50035,helloflight,UA-2708-EWR-CLT,,12/25/11 3:08 PM (-05:00),,,12/25/11 4:41 PM (-05:00),,734496
50036,flytecomm,UA-2708-EWR-CLT,,12/25/11 3:08 PM (-05:00),,,12/25/11 4:41 PM (-05:00),,734496
50037,flights,UA-2708-EWR-CLT,,2011-12-25 02:53 PM,37,,2011-12-25 05:03 PM,C13,734496
50038,businesstravellogue,UA-2708-EWR-CLT,,2011-12-25 02:53 PM,37,,2011-12-25 05:03 PM,C13,734496
50039,flylouisville,UA-2708-EWR-CLT,,2011-12-25 02:53 PM,37,,2011-12-25 05:03 PM,C13,734496
50040,flightstats,UA-2708-EWR-CLT,2011-12-25 2:55 PM,2011-12-25 2:53 PM,,2011-12-25 4:53 PM,2011-12-25 5:03 PM,,734496
50041,quicktrip,UA-2708-EWR-CLT,2011-12-25 2:55 PM,2011-12-25 2:53 PM,,2011-12-25 4:53 PM,2011-12-25 5:03 PM,,734496
50042,flightview,UA-2708-EWR-CLT,,3:08 PMDec 25,,,4:40 PMDec 25,,734496
50043,panynj,UA-2708-EWR-CLT,,3:08 PMDec 25,,,4:40 PMDec 25,,734496
50044,gofox,UA-2708-EWR-CLT,,3:08 PMDec 25,,,4:40 PMDec 25,,734496
50045,foxbusiness,UA-2708-EWR-CLT,,3:08 PMDec 25,,,4:40 PMDec 25,,734496
50046,allegiantair,UA-2708-EWR-CLT,,3:08 PMDec 25,,,4:40 PMDec 25,,734496
50047,boston,UA-2708-EWR-CLT,,3:08 PMDec 25,,,4:40 PMDec 25,,734496
50048,travelocity,UA-2708-EWR-CLT,Dec 25 - 2:55pm,Dec 25 - Contact Airline,Not provided by airline,Dec 25 - 4:53pm,Dec 25 - Contact Airline,Not provided by airline,734496
50049,orbitz,UA-2708-EWR-CLT,2:55pDec 25,2:53pDec 25,-,4:53pDec 25,5:03pDec 25,-,734496
50050,weather,UA-2708-EWR-CLT,2011-12-25 02:55 PM,,,2011-12-25 04:53 PM,,,734496
50051,ifly,UA-2708-EWR-CLT,2011-12-25 2:55 PM,2011-12-25 2:53 PM,,2011-12-25 4:53 PM,2011-12-25 5:03 PM,,734496
50052,flightarrival,UA-2708-EWR-CLT,2011-12-25 02:55 PM,,,2011-12-25 04:53 PM,,,734496
50053,ua,UA-3925-IAD-ORF,Sun_ Dec 25 8:42 AM,Sun_ Dec 25 8:33 AM,A2G,Sun_ Dec 25 9:55 AM,Sun_ Dec 25 9:31 AM,--,734496
50054,flightexplorer,UA-3925-IAD-ORF,,12/25/2011 8:50AM EST,,,12/25/2011 9:25AM EST,,734496
50055,airtravelcenter,UA-3925-IAD-ORF,,12/25/11 8:50 AM (-05:00),,,12/25/11 9:25 AM (-05:00),,734496
50056,myrateplan,UA-3925-IAD-ORF,,12/25/11 8:50 AM (-05:00),,,12/25/11 9:25 AM (-05:00),,734496
50057,helloflight,UA-3925-IAD-ORF,,12/25/11 8:50 AM (-05:00),,,12/25/11 9:25 AM (-05:00),,734496
50058,flytecomm,UA-3925-IAD-ORF,,12/25/11 8:50 AM (-05:00),,,12/25/11 9:25 AM (-05:00),,734496
50059,flightaware,UA-3925-IAD-ORF,2011-12-25 08:42AM EST,2011-12-25 08:52AM EST,A2G,2011-12-25 09:35AM EST,2011-12-25 09:45AM EST,,734496
50060,wunderground,UA-3925-IAD-ORF,2011-12-25 08:42AM EST,2011-12-25 08:52AM EST,A2G,2011-12-25 09:35AM EST,2011-12-25 09:45AM EST,,734496
50061,flights,UA-3925-IAD-ORF,,2011-12-25 08:33 AM,A2,,2011-12-25 09:31 AM,,734496
50062,businesstravellogue,UA-3925-IAD-ORF,,2011-12-25 08:33 AM,A2,,2011-12-25 09:31 AM,,734496
50063,flylouisville,UA-3925-IAD-ORF,,2011-12-25 08:33 AM,A2,,2011-12-25 09:31 AM,,734496
50064,flightstats,UA-3925-IAD-ORF,2011-12-25 8:42 AM,2011-12-25 8:33 AM,,2011-12-25 9:55 AM,2011-12-25 9:31 AM,,734496
50065,quicktrip,UA-3925-IAD-ORF,2011-12-25 8:42 AM,2011-12-25 8:33 AM,,2011-12-25 9:55 AM,2011-12-25 9:31 AM,,734496
50066,flightview,UA-3925-IAD-ORF,,8:50 AMDec 25,,,9:31 AMDec 25,,734496
