RowId,Source,Flight,ScheduledDeparture,ActualDeparture,DepartureGate,ScheduledArrival,ActualArrival,ArrivalGate,for_key,date
62320,ua,UA-2708-EWR-CLT,Fri_ Dec 30 2:55 PM,Fri_ Dec 30 2:55 PM,A37,Fri_ Dec 30 4:53 PM,Fri_ Dec 30 4:42 PM,C13,Fri_ Dec 30 2:55 PM,734501
62321,airtravelcenter,UA-2708-EWR-CLT,Fri_ Dec 30 2:55 PM,Fri_ Dec 30 2:55 PM,A37,Fri_ Dec 30 4:53 PM,Fri_ Dec 30 4:42 PM,C13,Fri_ Dec 30 2:55 PM,734501
62322,myrateplan,UA-2708-EWR-CLT,Fri_ Dec 30 2:55 PM,Fri_ Dec 30 2:55 PM,A37,Fri_ Dec 30 4:53 PM,Fri_ Dec 30 4:42 PM,C13,Fri_ Dec 30 2:55 PM,734501
62323,helloflight,UA-2708-EWR-CLT,Fri_ Dec 30 2:55 PM,Fri_ Dec 30 2:55 PM,A37,Fri_ Dec 30 4:53 PM,Fri_ Dec 30 4:42 PM,C13,Fri_ Dec 30 2:55 PM,734501
62324,flytecomm,UA-2708-EWR-CLT,Fri_ Dec 30 2:55 PM,Fri_ Dec 30 2:55 PM,A37,Fri_ Dec 30 4:53 PM,Fri_ Dec 30 4:42 PM,C13,Fri_ Dec 30 2:55 PM,734501
62325,flights,UA-2708-EWR-CLT,Fri_ Dec 30 2:55 PM,Fri_ Dec 30 2:55 PM,A37,Fri_ Dec 30 4:53 PM,Fri_ Dec 30 4:42 PM,C13,Fri_ Dec 30 2:55 PM,734501
62326,businesstravellogue,UA-2708-EWR-CLT,Fri_ Dec 30 2:55 PM,Fri_ Dec 30 2:55 PM,A37,Fri_ Dec 30 4:53 PM,Fri_ Dec 30 4:42 PM,C13,Fri_ Dec 30 2:55 PM,734501
62327,flylouisville,UA-2708-EWR-CLT,Fri_ Dec 30 2:55 PM,Fri_ Dec 30 2:55 PM,A37,Fri_ Dec 30 4:53 PM,Fri_ Dec 30 4:42 PM,C13,Fri_ Dec 30 2:55 PM,734501
62328,flightstats,UA-2708-EWR-CLT,Fri_ Dec 30 2:55 PM,Fri_ Dec 30 2:55 PM,A37,Fri_ Dec 30 4:53 PM,Fri_ Dec 30 4:42 PM,C13,Fri_ Dec 30 2:55 PM,734501
62329,quicktrip,UA-2708-EWR-CLT,Fri_ Dec 30 2:55 PM,Fri_ Dec 30 2:55 PM,A37,Fri_ Dec 30 4:53 PM,Fri_ Dec 30 4:42 PM,C13,Fri_ Dec 30 2:55 PM,734501
62330,flightview,UA-2708-EWR-CLT,Fri_ Dec 30 2:55 PM,Fri_ Dec 30 2:55 PM,A37,Fri_ Dec 30 4:53 PM,Fri_ Dec 30 4:42 PM,C13,Fri_ Dec 30 2:55 PM,734501
62331,panynj,UA-2708-EWR-CLT,Fri_ Dec 30 2:55 PM,Fri_ Dec 30 2:55 PM,A37,Fri_ Dec 30 4:53 PM,Fri_ Dec 30 4:42 PM,C13,Fri_ Dec 30 2:55 PM,734501
62332,gofox,UA-2708-EWR-CLT,Fri_ Dec 30 2:55 PM,Fri_ Dec 30 2:55 PM,A37,Fri_ Dec 30 4:53 PM,Fri_ Dec 30 4:42 PM,C13,Fri_ Dec 30 2:55 PM,734501
62333,foxbusiness,UA-2708-EWR-CLT,Fri_ Dec 30 2:55 PM,Fri_ Dec 30 2:55 PM,A37,Fri_ Dec 30 4:53 PM,Fri_ Dec 30 4:42 PM,C13,Fri_ Dec 30 2:55 PM,734501
62334,allegiantair,UA-2708-EWR-CLT,Fri_ Dec 30 2:55 PM,Fri_ Dec 30 2:55 PM,A37,Fri_ Dec 30 4:53 PM,Fri_ Dec 30 4:42 PM,C13,Fri_ Dec 30 2:55 PM,734501
62335,boston,UA-2708-EWR-CLT,Fri_ Dec 30 2:55 PM,Fri_ Dec 30 2:55 PM,A37,Fri_ Dec 30 4:53 PM,Fri_ Dec 30 4:42 PM,C13,Fri_ Dec 30 2:55 PM,734501
62336,travelocity,UA-2708-EWR-CLT,Fri_ Dec 30 2:55 PM,Fri_ Dec 30 2:55 PM,A37,Fri_ Dec 30 4:53 PM,Fri_ Dec 30 4:42 PM,C13,Fri_ Dec 30 2:55 PM,734501
