RowId,Source,Flight,ScheduledDeparture,ActualDeparture,DepartureGate,ScheduledArrival,ActualArrival,ArrivalGate,date
2567,ua,UA-2708-EWR-CLT,Fri_ Dec 2 2:55 PM,Fri_ Dec 2 2:55 PM,A37,Fri_ Dec 2 4:53 PM,Fri_ Dec 2 4:32 PM,C15,734473
2568,airtravelcenter,UA-2708-EWR-CLT,,12/2/11 3:03 PM (-05:00),,,12/2/11 4:27 PM (-05:00),,734473
2569,myrateplan,UA-2708-EWR-CLT,,12/2/11 3:03 PM (-05:00),,,12/2/11 4:27 PM (-05:00),,734473
2570,helloflight,UA-2708-EWR-CLT,,12/2/11 3:03 PM (-05:00),,,12/2/11 4:27 PM (-05:00),,734473
2571,flytecomm,UA-2708-EWR-CLT,,12/2/11 3:03 PM (-05:00),,,12/2/11 4:27 PM (-05:00),,734473
2572,flights,UA-2708-EWR-CLT,,2011-12-02 02:51 PM,37,,2011-12-02 04:32 PM,C15,734473
2573,businesstravellogue,UA-2708-EWR-CLT,,2011-12-02 02:51 PM,37,,2011-12-02 04:32 PM,C15,734473
2574,flylouisville,UA-2708-EWR-CLT,,2011-12-02 02:51 PM,37,,2011-12-02 04:32 PM,C15,734473
2575,flightstats,UA-2708-EWR-CLT,2011-12-02 2:55 PM,2011-12-02 2:51 PM,,2011-12-02 4:53 PM,2011-12-02 4:32 PM,,734473
2576,quicktrip,UA-2708-EWR-CLT,2011-12-02 2:55 PM,2011-12-02 2:51 PM,,2011-12-02 4:53 PM,2011-12-02 4:32 PM,,734473
2577,flightview,UA-2708-EWR-CLT,,3:03 PMDec 02,,,4:28 PMDec 02,,734473
2578,panynj,UA-2708-EWR-CLT,,3:03 PMDec 02,,,4:28 PMDec 02,,734473
2579,gofox,UA-2708-EWR-CLT,,3:03 PMDec 02,,,4:28 PMDec 02,,734473
2580,foxbusiness,UA-2708-EWR-CLT,,3:03 PMDec 02,,,4:28 PMDec 02,,734473
2581,allegiantair,UA-2708-EWR-CLT,,3:03 PMDec 02,,,4:28 PMDec 02,,734473
2582,boston,UA-2708-EWR-CLT,,3:03 PMDec 02,,,4:28 PMDec 02,,734473
2583,travelocity,UA-2708-EWR-CLT,Dec 02 - 2:55pm,Dec 02 - Contact Airline,Not provided by airline,Dec 02 - 4:53pm,Dec 02 - Contact Airline,Not provided by airline,734473
2584,orbitz,UA-2708-EWR-CLT,2:55pDec 2,2:51pDec 2,-,4:53pDec 2,4:32pDec 2,-,734473
2585,weather,UA-2708-EWR-CLT,2011-12-02 02:55 PM,,,2011-12-02 04:53 PM,,,734473
2586,mytripandmore,UA-2708-EWR-CLT,2:55pDec 2,2:51pDec 2,-,4:53pDec 2,4:32pDec 2,-,734473
2587,flightarrival,UA-2708-EWR-CLT,2011-12-02 2:55 PM,2011-12-02 2:51 PM,,2011-12-02 4:53 PM,2011-12-02 4:32 PM,,734473
2588,ua,UA-3925-IAD-ORF,Fri_ Dec 2 8:41 AM,Fri_ Dec 2 8:36 AM,A2A,Fri_ Dec 2 9:54 AM,Fri_ Dec 2 9:42 AM,--,734473
2589,flightexplorer,UA-3925-IAD-ORF,,12/2/2011 9:00AM EST,,,12/2/2011 9:48AM EST,,734473
2590,airtravelcenter,UA-3925-IAD-ORF,,12/2/11 9:00 AM (-05:00),,,12/2/11 9:32 AM (-05:00),,734473
2591,myrateplan,UA-3925-IAD-ORF,,12/2/11 9:00 AM (-05:00),,,12/2/11 9:32 AM (-05:00),,734473
2592,helloflight,UA-3925-IAD-ORF,,12/2/11 9:00 AM (-05:00),,,12/2/11 9:32 AM (-05:00),,734473
2593,flytecomm,UA-3925-IAD-ORF,,12/2/11 9:00 AM (-05:00),,,12/2/11 9:32 AM (-05:00),,734473
2594,flightaware,UA-3925-IAD-ORF,2011-12-02 08:41AM EST,2011-12-02 08:59AM EST,A2A,2011-12-02 09:20AM EST,2011-12-02 09:38AM EST,,734473
2595,wunderground,UA-3925-IAD-ORF,2011-12-02 08:41AM EST,2011-12-02 08:59AM EST,A2A,2011-12-02 09:20AM EST,2011-12-02 09:38AM EST,,734473
2596,flights,UA-3925-IAD-ORF,,2011-12-02 08:36 AM,A2,,2011-12-02 09:42 AM,,734473
2597,businesstravellogue,UA-3925-IAD-ORF,,2011-12-02 08:36 AM,A2,,2011-12-02 09:42 AM,,734473
2598,flylouisville,UA-3925-IAD-ORF,,2011-12-02 08:36 AM,A2,,2011-12-02 09:42 AM,,734473
2599,flightstats,UA-3925-IAD-ORF,2011-12-02 8:41 AM,2011-12-02 8:36 AM,,2011-12-02 9:54 AM,2011-12-02 9:42 AM,,734473
2600,quicktrip,UA-3925-IAD-ORF,2011-12-02 8:41 AM,2011-12-02 8:36 AM,,2011-12-02 9:54 AM,2011-12-02 9:42 AM,,734473
2601,flightview,UA-3925-IAD-ORF,,9:00 AMDec 02,,,9:42 AMDec 02,,734473
2602,panynj,UA-3925-IAD-ORF,,9:00 AMDec 02,,,9:42 AMDec 02,,734473
2603,gofox,UA-3925-IAD-ORF,,9:00 AMDec 02,,,9:42 AMDec 02,,734473
2604,foxbusiness,UA-3925-IAD-ORF,,9:00 AMDec 02,,,9:42 AMDec 02,,734473
2605,allegiantair,UA-3925-IAD-ORF,,9:00 AMDec 02,,,9:42 AMDec 02,,734473
2606,boston,UA-3925-IAD-ORF,,9:00 AMDec 02,,,9:39 AMDec 02,,734473
2607,travelocity,UA-3925-IAD-ORF,Dec 02 - Not Available,Dec 02 - 8:59am,A2A,Dec 02 - Not Available,Dec 02 - 9:42am,CHK,734473
2608,orbitz,UA-3925-IAD-ORF,8:41aDec 2,,-,9:54aDec 2,,-,734473
2609,weather,UA-3925-IAD-ORF,2011-12-02 08:41 AM,,,2011-12-02 09:54 AM,,,734473
2610,ifly,UA-3925-IAD-ORF,2011-12-02 8:41 AM,2011-12-02 8:36 AM,,2011-12-02 9:54 AM,2011-12-02 9:42 AM,,734473
2611,usatoday,UA-3925-IAD-ORF,,9:00 AMDec 02,,,9:39 AMDec 02,,734473
2612,flightarrival,UA-3925-IAD-ORF,2011-12-02 08:41 AM,,,2011-12-02 09:54 AM,,,734473
2613,aa,AA-649-ORD-SNA,12/02/2011 01:30 PM,,H8,12/02/2011 03:50 PM,,7,734473
2614,flightexplorer,AA-649-ORD-SNA,12/2/2011 1:46PM CST,,,12/2/2011 3:43PM PST,,,734473
2615,airtravelcenter,AA-649-ORD-SNA,,12/2/11 1:46 PM (-06:00),,,12/2/11 3:43 PM (-08:00),,734473
2616,myrateplan,AA-649-ORD-SNA,,12/2/11 1:46 PM (-06:00),,,12/2/11 3:43 PM (-08:00),,734473
2617,helloflight,AA-649-ORD-SNA,,12/2/11 1:46 PM (-06:00),,,12/2/11 3:43 PM (-08:00),,734473
2618,flytecomm,AA-649-ORD-SNA,,12/2/11 1:46 PM (-06:00),,,12/2/11 3:43 PM (-08:00),,734473
2619,flightaware,AA-649-ORD-SNA,2011-12-02 01:30PM CST,2011-12-02 01:46PM CST,H8,2011-12-02 03:27PM PST,2011-12-02 03:43PM PST,7,734473
2620,wunderground,AA-649-ORD-SNA,2011-12-02 01:30PM CST,2011-12-02 01:46PM CST,H8,2011-12-02 03:27PM PST,2011-12-02 03:43PM PST,7,734473
2621,flights,AA-649-ORD-SNA,01:30 PM  Fri 02-Dec-2011,,H8,03:50 PM  Fri 02-Dec-2011,,7,734473
2622,businesstravellogue,AA-649-ORD-SNA,01:30 PM  Fri 02-Dec-2011,,H8,03:50 PM  Fri 02-Dec-2011,,7,734473
2623,flylouisville,AA-649-ORD-SNA,01:30 PM  Fri 02-Dec-2011,,H8,03:50 PM  Fri 02-Dec-2011,,7,734473
2624,world-flight-tracker,AA-649-ORD-SNA,2011-12-02 1:30 PM,2011-12-02 1:46 PM (Estimated runway),,2011-12-02 3:50 PM,2011-12-02 3:46 PM (Estimated),,734473
2625,flightview,AA-649-ORD-SNA,1:30 PM_ Dec 02,,H8,3:50 PM_ Dec 02,,Terminal A - 7,734473
2626,panynj,AA-649-ORD-SNA,1:30 PM_ Dec 02,,H8,3:50 PM_ Dec 02,,Terminal A - 7,734473
2627,gofox,AA-649-ORD-SNA,1:30 PM_ Dec 02,,,3:50 PM_ Dec 02,,,734473
2628,foxbusiness,AA-649-ORD-SNA,1:30 PM_ Dec 02,,H8,3:50 PM_ Dec 02,,Terminal A - 7,734473
2629,allegiantair,AA-649-ORD-SNA,1:30 PM_ Dec 02,,H8,3:50 PM_ Dec 02,,Terminal A - 7,734473
2630,boston,AA-649-ORD-SNA,1:30 PM_ Dec 02,1:30 PM_ Dec 02&nbsp(Estimated),,3:50 PM_ Dec 02,3:43 PM_ Dec 02&nbsp(Estimated),,734473
2631,travelocity,AA-649-ORD-SNA,Dec 02 - 1:30pm,Dec 02 - 1:25pm,H8/T3,Dec 02 - 3:50pm,Dec 02 - 3:46pm,7,734473
2632,orbitz,AA-649-ORD-SNA,1:30pDec 2,1:25pDec 2,H8,3:42pDec 2,,7,734473
2633,weather,AA-649-ORD-SNA,2011-12-02 01:30 PM,2011-12-02 01:46 PM,,2011-12-02 03:50 PM,2011-12-02 03:43 PM,,734473
