RowId,Source,Flight,ScheduledDeparture,ActualDeparture,DepartureGate,ScheduledArrival,ActualArrival,ArrivalGate,for_key,date
32318,aa,AA-2312-DFW-DTW,December 15_ 2011               08:25 PM,December 15_ 2011,A34,December 15_ 2011               11:50 PM,December 15_ 2011,D32,December 15_ 2011               08:25 PM,734486
32319,flightexplorer,AA-2312-DFW-DTW,December 15_ 2011               08:25 PM,December 15_ 2011,A34,December 15_ 2011               11:50 PM,December 15_ 2011,D32,December 15_ 2011               08:25 PM,734486
32320,airtravelcenter,AA-2312-DFW-DTW,December 15_ 2011               08:25 PM,December 15_ 2011,A34,December 15_ 2011               11:50 PM,December 15_ 2011,D32,December 15_ 2011               08:25 PM,734486
32321,myrateplan,AA-2312-DFW-DTW,December 15_ 2011               08:25 PM,December 15_ 2011,A34,December 15_ 2011               11:50 PM,December 15_ 2011,D32,December 15_ 2011               08:25 PM,734486
32322,helloflight,AA-2312-DFW-DTW,December 15_ 2011               08:25 PM,December 15_ 2011,A34,December 15_ 2011               11:50 PM,December 15_ 2011,D32,December 15_ 2011               08:25 PM,734486
32323,flytecomm,AA-2312-DFW-DTW,December 15_ 2011               08:25 PM,December 15_ 2011,A34,December 15_ 2011               11:50 PM,December 15_ 2011,D32,December 15_ 2011               08:25 PM,734486
32324,flights,AA-2312-DFW-DTW,December 15_ 2011               08:25 PM,December 15_ 2011,A34,December 15_ 2011               11:50 PM,December 15_ 2011,D32,December 15_ 2011               08:25 PM,734486
32325,businesstravellogue,AA-2312-DFW-DTW,December 15_ 2011               08:25 PM,December 15_ 2011,A34,December 15_ 2011               11:50 PM,December 15_ 2011,D32,December 15_ 2011               08:25 PM,734486
32326,flylouisville,AA-2312-DFW-DTW,December 15_ 2011               08:25 PM,December 15_ 2011,A34,December 15_ 2011               11:50 PM,December 15_ 2011,D32,December 15_ 2011               08:25 PM,734486
32327,flightstats,AA-2312-DFW-DTW,December 15_ 2011               08:25 PM,December 15_ 2011,A34,December 15_ 2011               11:50 PM,December 15_ 2011,D32,December 15_ 2011               08:25 PM,734486
32328,quicktrip,AA-2312-DFW-DTW,December 15_ 2011               08:25 PM,December 15_ 2011,A34,December 15_ 2011               11:50 PM,December 15_ 2011,D32,December 15_ 2011               08:25 PM,734486
32329,flightview,AA-2312-DFW-DTW,December 15_ 2011               08:25 PM,December 15_ 2011,A34,December 15_ 2011               11:50 PM,December 15_ 2011,D32,December 15_ 2011               08:25 PM,734486
32330,panynj,AA-2312-DFW-DTW,December 15_ 2011               08:25 PM,December 15_ 2011,A34,December 15_ 2011               11:50 PM,December 15_ 2011,D32,December 15_ 2011               08:25 PM,734486
32331,gofox,AA-2312-DFW-DTW,December 15_ 2011               08:25 PM,December 15_ 2011,A34,December 15_ 2011               11:50 PM,December 15_ 2011,D32,December 15_ 2011               08:25 PM,734486
32332,foxbusiness,AA-2312-DFW-DTW,December 15_ 2011               08:25 PM,December 15_ 2011,A34,December 15_ 2011               11:50 PM,December 15_ 2011,D32,December 15_ 2011               08:25 PM,734486
32333,allegiantair,AA-2312-DFW-DTW,December 15_ 2011               08:25 PM,December 15_ 2011,A34,December 15_ 2011               11:50 PM,December 15_ 2011,D32,December 15_ 2011               08:25 PM,734486
32334,boston,AA-2312-DFW-DTW,December 15_ 2011               08:25 PM,December 15_ 2011,A34,December 15_ 2011               11:50 PM,December 15_ 2011,D32,December 15_ 2011               08:25 PM,734486
32335,orbitz,AA-2312-DFW-DTW,December 15_ 2011               08:25 PM,December 15_ 2011,A34,December 15_ 2011               11:50 PM,December 15_ 2011,D32,December 15_ 2011               08:25 PM,734486
32336,usatoday,AA-2312-DFW-DTW,December 15_ 2011               08:25 PM,December 15_ 2011,A34,December 15_ 2011               11:50 PM,December 15_ 2011,D32,December 15_ 2011               08:25 PM,734486
32337,mytripandmore,AA-2312-DFW-DTW,December 15_ 2011               08:25 PM,December 15_ 2011,A34,December 15_ 2011               11:50 PM,December 15_ 2011,D32,December 15_ 2011               08:25 PM,734486
32338,flightarrival,AA-2312-DFW-DTW,December 15_ 2011               08:25 PM,December 15_ 2011,A34,December 15_ 2011               11:50 PM,December 15_ 2011,D32,December 15_ 2011               08:25 PM,734486
32339,aa,AA-649-ORD-SNA,December 15_ 2011               01:30 PM,December 15_ 2011,H11B,December 15_ 2011               03:50 PM,December 15_ 2011,7,December 15_ 2011               01:30 PM,734486
32340,flightexplorer,AA-649-ORD-SNA,December 15_ 2011               01:30 PM,December 15_ 2011,H11B,December 15_ 2011               03:50 PM,December 15_ 2011,7,December 15_ 2011               01:30 PM,734486
32341,airtravelcenter,AA-649-ORD-SNA,December 15_ 2011               01:30 PM,December 15_ 2011,H11B,December 15_ 2011               03:50 PM,December 15_ 2011,7,December 15_ 2011               01:30 PM,734486
32342,myrateplan,AA-649-ORD-SNA,December 15_ 2011               01:30 PM,December 15_ 2011,H11B,December 15_ 2011               03:50 PM,December 15_ 2011,7,December 15_ 2011               01:30 PM,734486
32343,helloflight,AA-649-ORD-SNA,December 15_ 2011               01:30 PM,December 15_ 2011,H11B,December 15_ 2011               03:50 PM,December 15_ 2011,7,December 15_ 2011               01:30 PM,734486
32344,flytecomm,AA-649-ORD-SNA,December 15_ 2011               01:30 PM,December 15_ 2011,H11B,December 15_ 2011               03:50 PM,December 15_ 2011,7,December 15_ 2011               01:30 PM,734486
32345,flightaware,AA-649-ORD-SNA,December 15_ 2011               01:30 PM,December 15_ 2011,H11B,December 15_ 2011               03:50 PM,December 15_ 2011,7,December 15_ 2011               01:30 PM,734486
32346,wunderground,AA-649-ORD-SNA,December 15_ 2011               01:30 PM,December 15_ 2011,H11B,December 15_ 2011               03:50 PM,December 15_ 2011,7,December 15_ 2011               01:30 PM,734486
32347,flights,AA-649-ORD-SNA,December 15_ 2011               01:30 PM,December 15_ 2011,H11B,December 15_ 2011               03:50 PM,December 15_ 2011,7,December 15_ 2011               01:30 PM,734486
32348,businesstravellogue,AA-649-ORD-SNA,December 15_ 2011               01:30 PM,December 15_ 2011,H11B,December 15_ 2011               03:50 PM,December 15_ 2011,7,December 15_ 2011               01:30 PM,734486
32349,flylouisville,AA-649-ORD-SNA,December 15_ 2011               01:30 PM,December 15_ 2011,H11B,December 15_ 2011               03:50 PM,December 15_ 2011,7,December 15_ 2011               01:30 PM,734486
32350,world-flight-tracker,AA-649-ORD-SNA,December 15_ 2011               01:30 PM,December 15_ 2011,H11B,December 15_ 2011               03:50 PM,December 15_ 2011,7,December 15_ 2011               01:30 PM,734486
32351,flightview,AA-649-ORD-SNA,December 15_ 2011               01:30 PM,December 15_ 2011,H11B,December 15_ 2011               03:50 PM,December 15_ 2011,7,December 15_ 2011               01:30 PM,734486
32352,panynj,AA-649-ORD-SNA,December 15_ 2011               01:30 PM,December 15_ 2011,H11B,December 15_ 2011               03:50 PM,December 15_ 2011,7,December 15_ 2011               01:30 PM,734486
