RowId,Source,Flight,ScheduledDeparture,ActualDeparture,DepartureGate,ScheduledArrival,ActualArrival,ArrivalGate,date
14861,ua,UA-2708-EWR-CLT,Thu_ Dec 8 2:55 PM,Thu_ Dec 8 2:55 PM,A37,Thu_ Dec 8 4:53 PM,Thu_ Dec 8 4:50 PM,C13,734479
14862,airtravelcenter,UA-2708-EWR-CLT,,12/8/11 3:20 PM (-05:00),,,12/8/11 4:47 PM (-05:00),,734479
14863,myrateplan,UA-2708-EWR-CLT,,12/8/11 3:20 PM (-05:00),,,12/8/11 4:47 PM (-05:00),,734479
14864,helloflight,UA-2708-EWR-CLT,,12/8/11 3:20 PM (-05:00),,,12/8/11 4:47 PM (-05:00),,734479
14865,flytecomm,UA-2708-EWR-CLT,,12/8/11 3:20 PM (-05:00),,,12/8/11 4:47 PM (-05:00),,734479
14866,flights,UA-2708-EWR-CLT,,2011-12-08 02:49 PM,37,,2011-12-08 04:50 PM,C13,734479
14867,businesstravellogue,UA-2708-EWR-CLT,,2011-12-08 02:49 PM,37,,2011-12-08 04:50 PM,C13,734479
14868,flylouisville,UA-2708-EWR-CLT,,2011-12-08 02:49 PM,37,,2011-12-08 04:50 PM,C13,734479
14869,flightstats,UA-2708-EWR-CLT,2011-12-08 2:55 PM,2011-12-08 2:49 PM,,2011-12-08 4:53 PM,2011-12-08 4:50 PM,,734479
14870,quicktrip,UA-2708-EWR-CLT,2011-12-08 2:55 PM,2011-12-08 2:49 PM,,2011-12-08 4:53 PM,2011-12-08 4:50 PM,,734479
14871,flightview,UA-2708-EWR-CLT,,3:20 PMDec 08,,,4:49 PMDec 08,,734479
14872,panynj,UA-2708-EWR-CLT,,3:20 PMDec 08,,,4:49 PMDec 08,,734479
14873,gofox,UA-2708-EWR-CLT,,3:20 PMDec 08,,,4:49 PMDec 08,,734479
14874,foxbusiness,UA-2708-EWR-CLT,,3:20 PMDec 08,,,4:49 PMDec 08,,734479
14875,allegiantair,UA-2708-EWR-CLT,,3:20 PMDec 08,,,4:49 PMDec 08,,734479
14876,boston,UA-2708-EWR-CLT,,3:20 PMDec 08,,,4:49 PMDec 08,,734479
14877,travelocity,UA-2708-EWR-CLT,Dec 08 - 2:55pm,Dec 08 - Contact Airline,Not provided by airline,Dec 08 - 4:53pm,Dec 08 - Contact Airline,Not provided by airline,734479
14878,orbitz,UA-2708-EWR-CLT,2:55pDec 8,2:49pDec 8,-,4:53pDec 8,4:50pDec 8,-,734479
14879,weather,UA-2708-EWR-CLT,2011-12-08 02:55 PM,,,2011-12-08 04:53 PM,,,734479
14880,ifly,UA-2708-EWR-CLT,2011-12-08 2:55 PM,2011-12-08 2:49 PM,,2011-12-08 4:53 PM,2011-12-08 4:50 PM,,734479
14881,usatoday,UA-2708-EWR-CLT,2011-12-08 2:55 PM,2011-12-08 2:49 PM,,2011-12-08 4:53 PM,2011-12-08 4:50 PM,,734479
14882,mytripandmore,UA-2708-EWR-CLT,2:55pDec 8,2:49pDec 8,-,4:53pDec 8,4:50pDec 8,-,734479
14883,flightarrival,UA-2708-EWR-CLT,,3:20 PMDec 08,,,4:49 PMDec 08,,734479
14884,ua,UA-3925-IAD-ORF,Thu_ Dec 8 8:42 AM,Thu_ Dec 8 8:59 AM,A1G,Thu_ Dec 8 9:55 AM,Thu_ Dec 8 9:53 AM,1C,734479
14885,flightexplorer,UA-3925-IAD-ORF,,12/8/2011 9:16AM EST,,,12/8/2011 9:50AM EST,,734479
14886,airtravelcenter,UA-3925-IAD-ORF,,12/8/11 9:16 AM (-05:00),,,12/8/11 9:45 AM (-05:00),,734479
14887,myrateplan,UA-3925-IAD-ORF,,12/8/11 9:16 AM (-05:00),,,12/8/11 9:45 AM (-05:00),,734479
14888,helloflight,UA-3925-IAD-ORF,,12/8/11 9:16 AM (-05:00),,,12/8/11 9:45 AM (-05:00),,734479
14889,flytecomm,UA-3925-IAD-ORF,,12/8/11 9:16 AM (-05:00),,,12/8/11 9:45 AM (-05:00),,734479
14890,flightaware,UA-3925-IAD-ORF,2011-12-08 08:42AM EST,2011-12-08 09:03AM EST,A2G,2011-12-08 09:20AM EST,2011-12-08 09:41AM EST,,734479
14891,wunderground,UA-3925-IAD-ORF,2011-12-08 08:42AM EST,2011-12-08 09:03AM EST,A2G,2011-12-08 09:20AM EST,2011-12-08 09:41AM EST,,734479
14892,flights,UA-3925-IAD-ORF,,2011-12-08 08:59 AM,A1,,2011-12-08 09:53 AM,,734479
14893,businesstravellogue,UA-3925-IAD-ORF,,2011-12-08 08:59 AM,A1,,2011-12-08 09:53 AM,,734479
14894,flylouisville,UA-3925-IAD-ORF,,2011-12-08 08:59 AM,A1,,2011-12-08 09:53 AM,,734479
14895,flightstats,UA-3925-IAD-ORF,2011-12-08 8:42 AM,2011-12-08 8:59 AM,,2011-12-08 9:55 AM,2011-12-08 9:53 AM,,734479
14896,quicktrip,UA-3925-IAD-ORF,2011-12-08 8:42 AM,2011-12-08 8:59 AM,,2011-12-08 9:55 AM,2011-12-08 9:53 AM,,734479
14897,flightview,UA-3925-IAD-ORF,,9:16 AMDec 08,,,9:53 AMDec 08,,734479
14898,panynj,UA-3925-IAD-ORF,,9:16 AMDec 08,,,9:53 AMDec 08,,734479
14899,gofox,UA-3925-IAD-ORF,,9:16 AMDec 08,,,9:53 AMDec 08,,734479
14900,foxbusiness,UA-3925-IAD-ORF,,9:16 AMDec 08,,,9:53 AMDec 08,,734479
14901,allegiantair,UA-3925-IAD-ORF,,9:16 AMDec 08,,,9:53 AMDec 08,,734479
14902,boston,UA-3925-IAD-ORF,,9:16 AMDec 08,,,9:50 AMDec 08,,734479
14903,travelocity,UA-3925-IAD-ORF,Dec 08 - Not Available,Dec 08 - 9:15am,A1G,Dec 08 - Not Available,Dec 08 - 9:53am,1C,734479
14904,orbitz,UA-3925-IAD-ORF,8:42aDec 8,8:59aDec 8,A1G,9:55aDec 8,9:53aDec 8,1C,734479
14905,weather,UA-3925-IAD-ORF,2011-12-08 08:42 AM,,,2011-12-08 09:55 AM,,,734479
14906,usatoday,UA-3925-IAD-ORF,2011-12-08 08:42 AM,,,2011-12-08 09:55 AM,,,734479
14907,mytripandmore,UA-3925-IAD-ORF,8:42aDec 8,8:59aDec 8,A1G,9:55aDec 8,9:53aDec 8,1C,734479
14908,aa,AA-649-ORD-SNA,December 8_ 2011               01:30 PM,December 8_ 2011,K19,December 8_ 2011               03:50 PM,December 8_ 2011,2,734479
14909,flightexplorer,AA-649-ORD-SNA,12/8/2011 1:30PM CST,,,12/8/2011 3:50PM PST,,,734479
14910,airtravelcenter,AA-649-ORD-SNA,,12/8/11 1:37 PM (-06:00),,,12/8/11 3:29 PM (-08:00),,734479
14911,myrateplan,AA-649-ORD-SNA,,12/8/11 1:37 PM (-06:00),,,12/8/11 3:29 PM (-08:00),,734479
14912,helloflight,AA-649-ORD-SNA,,12/8/11 1:37 PM (-06:00),,,12/8/11 3:29 PM (-08:00),,734479
14913,flytecomm,AA-649-ORD-SNA,,12/8/11 1:37 PM (-06:00),,,12/8/11 3:29 PM (-08:00),,734479
14914,flightaware,AA-649-ORD-SNA,2011-12-08 01:30PM CST,2011-12-08 01:37PM CST,K19,2011-12-08 03:22PM PST,2011-12-08 03:29PM PST,2,734479
14915,wunderground,AA-649-ORD-SNA,2011-12-08 01:30PM CST,2011-12-08 01:37PM CST,K19,2011-12-08 03:22PM PST,2011-12-08 03:29PM PST,2,734479
14916,flights,AA-649-ORD-SNA,01:30 PM  Thu 08-Dec-2011,,H14,03:50 PM  Thu 08-Dec-2011,,7,734479
14917,businesstravellogue,AA-649-ORD-SNA,01:30 PM  Thu 08-Dec-2011,,H14,03:50 PM  Thu 08-Dec-2011,,7,734479
14918,flylouisville,AA-649-ORD-SNA,01:30 PM  Thu 08-Dec-2011,,H14,03:50 PM  Thu 08-Dec-2011,,7,734479
14919,world-flight-tracker,AA-649-ORD-SNA,2011-12-08 1:30 PM,2011-12-08 1:37 PM (Estimated runway),,2011-12-08 3:50 PM,2011-12-08 3:29 PM (Estimated runway),,734479
14920,flightview,AA-649-ORD-SNA,1:30 PM_ Dec 08,,H14,3:50 PM_ Dec 08,,Terminal A - 7,734479
14921,panynj,AA-649-ORD-SNA,1:30 PM_ Dec 08,,H14,3:50 PM_ Dec 08,,Terminal A - 7,734479
