RowId,Source,Flight,ScheduledDeparture,ActualDeparture,DepartureGate,ScheduledArrival,ActualArrival,ArrivalGate,date
62320,ua,UA-2708-EWR-CLT,Fri_ Dec 30 2:55 PM,Fri_ Dec 30 2:55 PM,A37,Fri_ Dec 30 4:53 PM,Fri_ Dec 30 4:42 PM,C13,734501
62321,airtravelcenter,UA-2708-EWR-CLT,,12/30/11 3:09 PM (-05:00),,,12/30/11 4:35 PM (-05:00),,734501
62322,myrateplan,UA-2708-EWR-CLT,,12/30/11 3:09 PM (-05:00),,,12/30/11 4:35 PM (-05:00),,734501
62323,helloflight,UA-2708-EWR-CLT,,12/30/11 3:09 PM (-05:00),,,12/30/11 4:35 PM (-05:00),,734501
62324,flytecomm,UA-2708-EWR-CLT,,12/30/11 3:09 PM (-05:00),,,12/30/11 4:35 PM (-05:00),,734501
62325,flights,UA-2708-EWR-CLT,,2011-12-30 02:53 PM,37,,2011-12-30 04:42 PM,C13,734501
62326,businesstravellogue,UA-2708-EWR-CLT,,2011-12-30 02:53 PM,37,,2011-12-30 04:42 PM,C13,734501
62327,flylouisville,UA-2708-EWR-CLT,,2011-12-30 02:53 PM,37,,2011-12-30 04:42 PM,C13,734501
62328,flightstats,UA-2708-EWR-CLT,2011-12-30 2:55 PM,2011-12-30 2:53 PM,,2011-12-30 4:53 PM,2011-12-30 4:42 PM,,734501
62329,quicktrip,UA-2708-EWR-CLT,2011-12-30 2:55 PM,2011-12-30 2:53 PM,,2011-12-30 4:53 PM,2011-12-30 4:42 PM,,734501
62330,flightview,UA-2708-EWR-CLT,,3:09 PMDec 30,,,4:36 PMDec 30,,734501
62331,panynj,UA-2708-EWR-CLT,,3:09 PMDec 30,,,4:36 PMDec 30,,734501
62332,gofox,UA-2708-EWR-CLT,,3:09 PMDec 30,,,4:36 PMDec 30,,734501
62333,foxbusiness,UA-2708-EWR-CLT,,3:09 PMDec 30,,,4:36 PMDec 30,,734501
62334,allegiantair,UA-2708-EWR-CLT,,3:09 PMDec 30,,,4:36 PMDec 30,,734501
62335,boston,UA-2708-EWR-CLT,,3:09 PMDec 30,,,4:36 PMDec 30,,734501
62336,travelocity,UA-2708-EWR-CLT,Dec 30 - 2:55pm,Dec 30 - Contact Airline,Not provided by airline,Dec 30 - 4:53pm,Dec 30 - Contact Airline,Not provided by airline,734501
62337,orbitz,UA-2708-EWR-CLT,2:55pDec 30,2:53pDec 30,-,4:53pDec 30,4:42pDec 30,-,734501
62338,weather,UA-2708-EWR-CLT,2011-12-30 02:55 PM,,,2011-12-30 04:53 PM,,,734501
62339,ifly,UA-2708-EWR-CLT,2011-12-30 2:55 PM,2011-12-30 2:53 PM,,2011-12-30 4:53 PM,2011-12-30 4:42 PM,,734501
62340,mytripandmore,UA-2708-EWR-CLT,Dec 30 - 2:55pm,Dec 30 - Contact Airline,Not provided by airline,Dec 30 - 4:53pm,Dec 30 - Contact Airline,Not provided by airline,734501
62341,flightarrival,UA-2708-EWR-CLT,2011-12-30 02:55 PM,,,2011-12-30 04:53 PM,,,734501
62342,ua,UA-3925-IAD-ORF,Fri_ Dec 30 8:42 AM,Fri_ Dec 30 9:25 AM,A1A,Fri_ Dec 30 9:55 AM,Fri_ Dec 30 10:19 AM,--,734501
62343,flightexplorer,UA-3925-IAD-ORF,,12/30/2011 9:43AM EST,,,12/30/2011 10:12AM EST,,734501
62344,airtravelcenter,UA-3925-IAD-ORF,,12/30/11 9:43 AM (-05:00),,,12/30/11 10:12 AM (-05:00),,734501
62345,myrateplan,UA-3925-IAD-ORF,,12/30/11 9:43 AM (-05:00),,,12/30/11 10:12 AM (-05:00),,734501
62346,helloflight,UA-3925-IAD-ORF,,12/30/11 9:43 AM (-05:00),,,12/30/11 10:12 AM (-05:00),,734501
62347,flytecomm,UA-3925-IAD-ORF,,12/30/11 9:43 AM (-05:00),,,12/30/11 10:12 AM (-05:00),,734501
62348,flightaware,UA-3925-IAD-ORF,2011-12-30 08:42AM EST,2011-12-30 08:59AM EST,A2G,2011-12-30 09:21AM EST,2011-12-30 09:38AM EST,,734501
62349,wunderground,UA-3925-IAD-ORF,2011-12-30 08:42AM EST,2011-12-30 08:59AM EST,A2G,2011-12-30 09:21AM EST,2011-12-30 09:38AM EST,,734501
62350,flights,UA-3925-IAD-ORF,,2011-12-30 09:25 AM,A1,,2011-12-30 10:19 AM,,734501
62351,businesstravellogue,UA-3925-IAD-ORF,,2011-12-30 09:25 AM,A1,,2011-12-30 10:19 AM,,734501
62352,flylouisville,UA-3925-IAD-ORF,,2011-12-30 09:25 AM,A1,,2011-12-30 10:19 AM,,734501
62353,flightstats,UA-3925-IAD-ORF,2011-12-30 8:42 AM,2011-12-30 9:25 AM,,2011-12-30 9:55 AM,2011-12-30 10:19 AM,,734501
62354,quicktrip,UA-3925-IAD-ORF,2011-12-30 8:42 AM,2011-12-30 9:25 AM,,2011-12-30 9:55 AM,2011-12-30 10:19 AM,,734501
62355,flightview,UA-3925-IAD-ORF,,9:43 AMDec 30,,,10:19 AMDec 30,,734501
62356,panynj,UA-3925-IAD-ORF,,9:43 AMDec 30,,,10:19 AMDec 30,,734501
