RowId,Source,Flight,ScheduledDeparture,ActualDeparture,DepartureGate,ScheduledArrival,ActualArrival,ArrivalGate,for_key,date
0,ua,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5,Thu_ Dec 1 2:55 PM,734472
1,airtravelcenter,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5,Thu_ Dec 1 2:55 PM,734472
2,myrateplan,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5,Thu_ Dec 1 2:55 PM,734472
3,helloflight,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5,Thu_ Dec 1 2:55 PM,734472
4,flytecomm,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5,Thu_ Dec 1 2:55 PM,734472
5,flights,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5,Thu_ Dec 1 2:55 PM,734472
6,businesstravellogue,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5,Thu_ Dec 1 2:55 PM,734472
7,flylouisville,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5,Thu_ Dec 1 2:55 PM,734472
8,flightstats,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5,Thu_ Dec 1 2:55 PM,734472
9,quicktrip,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5,Thu_ Dec 1 2:55 PM,734472
10,flightview,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5,Thu_ Dec 1 2:55 PM,734472
11,panynj,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5,Thu_ Dec 1 2:55 PM,734472
12,gofox,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5,Thu_ Dec 1 2:55 PM,734472
13,foxbusiness,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5,Thu_ Dec 1 2:55 PM,734472
14,allegiantair,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5,Thu_ Dec 1 2:55 PM,734472
15,boston,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5,Thu_ Dec 1 2:55 PM,734472
16,travelocity,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5,Thu_ Dec 1 2:55 PM,734472
17,orbitz,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5,Thu_ Dec 1 2:55 PM,734472
18,weather,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5,Thu_ Dec 1 2:55 PM,734472
19,usatoday,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5,Thu_ Dec 1 2:55 PM,734472
20,ua,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
21,flightexplorer,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
22,airtravelcenter,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
23,myrateplan,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
24,helloflight,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
25,flytecomm,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
26,flightaware,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
27,wunderground,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
28,flights,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
29,businesstravellogue,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
30,flylouisville,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
31,flightstats,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
32,quicktrip,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
33,flightview,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
34,panynj,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
35,gofox,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
36,foxbusiness,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
37,allegiantair,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
38,boston,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
39,travelocity,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
40,orbitz,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
41,weather,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
42,ifly,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
43,usatoday,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
44,mytripandmore,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
45,flightwise,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
46,flightarrival,UA-3925-IAD-ORF,Thu_ Dec 1 8:41 AM,Thu_ Dec 1 8:42 AM,A2G,Thu_ Dec 1 9:54 AM,Thu_ Dec 1 9:43 AM,--,Thu_ Dec 1 8:41 AM,734472
47,aa,AA-649-ORD-SNA,12/01/2011 01:30 PM,,H10,12/01/2011 03:50 PM,,7,12/01/2011 01:30 PM,734472
48,flightexplorer,AA-649-ORD-SNA,12/01/2011 01:30 PM,,H10,12/01/2011 03:50 PM,,7,12/01/2011 01:30 PM,734472
49,airtravelcenter,AA-649-ORD-SNA,12/01/2011 01:30 PM,,H10,12/01/2011 03:50 PM,,7,12/01/2011 01:30 PM,734472
50,myrateplan,AA-649-ORD-SNA,12/01/2011 01:30 PM,,H10,12/01/2011 03:50 PM,,7,12/01/2011 01:30 PM,734472
51,helloflight,AA-649-ORD-SNA,12/01/2011 01:30 PM,,H10,12/01/2011 03:50 PM,,7,12/01/2011 01:30 PM,734472
52,flytecomm,AA-649-ORD-SNA,12/01/2011 01:30 PM,,H10,12/01/2011 03:50 PM,,7,12/01/2011 01:30 PM,734472
53,flightaware,AA-649-ORD-SNA,12/01/2011 01:30 PM,,H10,12/01/2011 03:50 PM,,7,12/01/2011 01:30 PM,734472
54,wunderground,AA-649-ORD-SNA,12/01/2011 01:30 PM,,H10,12/01/2011 03:50 PM,,7,12/01/2011 01:30 PM,734472
55,flights,AA-649-ORD-SNA,12/01/2011 01:30 PM,,H10,12/01/2011 03:50 PM,,7,12/01/2011 01:30 PM,734472
56,businesstravellogue,AA-649-ORD-SNA,12/01/2011 01:30 PM,,H10,12/01/2011 03:50 PM,,7,12/01/2011 01:30 PM,734472
57,flylouisville,AA-649-ORD-SNA,12/01/2011 01:30 PM,,H10,12/01/2011 03:50 PM,,7,12/01/2011 01:30 PM,734472
58,world-flight-tracker,AA-649-ORD-SNA,12/01/2011 01:30 PM,,H10,12/01/2011 03:50 PM,,7,12/01/2011 01:30 PM,734472
59,flightview,AA-649-ORD-SNA,12/01/2011 01:30 PM,,H10,12/01/2011 03:50 PM,,7,12/01/2011 01:30 PM,734472
60,panynj,AA-649-ORD-SNA,12/01/2011 01:30 PM,,H10,12/01/2011 03:50 PM,,7,12/01/2011 01:30 PM,734472
61,gofox,AA-649-ORD-SNA,12/01/2011 01:30 PM,,H10,12/01/2011 03:50 PM,,7,12/01/2011 01:30 PM,734472
62,foxbusiness,AA-649-ORD-SNA,12/01/2011 01:30 PM,,H10,12/01/2011 03:50 PM,,7,12/01/2011 01:30 PM,734472
63,allegiantair,AA-649-ORD-SNA,12/01/2011 01:30 PM,,H10,12/01/2011 03:50 PM,,7,12/01/2011 01:30 PM,734472
64,boston,AA-649-ORD-SNA,12/01/2011 01:30 PM,,H10,12/01/2011 03:50 PM,,7,12/01/2011 01:30 PM,734472
65,travelocity,AA-649-ORD-SNA,12/01/2011 01:30 PM,,H10,12/01/2011 03:50 PM,,7,12/01/2011 01:30 PM,734472
66,orbitz,AA-649-ORD-SNA,12/01/2011 01:30 PM,,H10,12/01/2011 03:50 PM,,7,12/01/2011 01:30 PM,734472
67,weather,AA-649-ORD-SNA,12/01/2011 01:30 PM,,H10,12/01/2011 03:50 PM,,7,12/01/2011 01:30 PM,734472
68,mytripandmore,AA-649-ORD-SNA,12/01/2011 01:30 PM,,H10,12/01/2011 03:50 PM,,7,12/01/2011 01:30 PM,734472
69,ua,UA-382-IAD-LAX,Thu_ Dec 1 12:30 PM,Thu_ Dec 1 12:35 PM            Delayed,D1,Thu_ Dec 1 3:19 PM,Thu_ Dec 1 3:21 PM,75B,Thu_ Dec 1 12:30 PM,734472
70,ua,UA-382-IAD-LAX,Thu_ Dec 1 12:30 PM,Thu_ Dec 1 12:35 PM            Delayed,D1,Thu_ Dec 1 3:19 PM,Thu_ Dec 1 3:11 PM,75B,Thu_ Dec 1 12:30 PM,734472
71,ua,UA-382-IAD-LAX,Thu_ Dec 1 12:30 PM,Thu_ Dec 1 12:35 PM            Delayed,D1,Thu_ Dec 1 3:19 PM,Thu_ Dec 1 3:21 PM,75B,Thu_ Dec 1 12:30 PM,734472
72,ua,UA-382-IAD-LAX,Thu_ Dec 1 12:30 PM,Thu_ Dec 1 12:35 PM            Delayed,D1,Thu_ Dec 1 3:19 PM,Thu_ Dec 1 3:11 PM,75B,Thu_ Dec 1 12:30 PM,734472
73,flightexplorer,UA-382-IAD-LAX,Thu_ Dec 1 12:30 PM,Thu_ Dec 1 12:35 PM            Delayed,D1,Thu_ Dec 1 3:19 PM,Thu_ Dec 1 3:21 PM,75B,Thu_ Dec 1 12:30 PM,734472
74,flightexplorer,UA-382-IAD-LAX,Thu_ Dec 1 12:30 PM,Thu_ Dec 1 12:35 PM            Delayed,D1,Thu_ Dec 1 3:19 PM,Thu_ Dec 1 3:11 PM,75B,Thu_ Dec 1 12:30 PM,734472
75,flightexplorer,UA-382-IAD-LAX,Thu_ Dec 1 12:30 PM,Thu_ Dec 1 12:35 PM            Delayed,D1,Thu_ Dec 1 3:19 PM,Thu_ Dec 1 3:21 PM,75B,Thu_ Dec 1 12:30 PM,734472
76,flightexplorer,UA-382-IAD-LAX,Thu_ Dec 1 12:30 PM,Thu_ Dec 1 12:35 PM            Delayed,D1,Thu_ Dec 1 3:19 PM,Thu_ Dec 1 3:11 PM,75B,Thu_ Dec 1 12:30 PM,734472
